,0
786,"Ce ne sont pas mes premiers écouteurs, en les comparant aux précédents je peux dire qu'ils ont une bonne stabilité même à bonne distance. Le point fort est la durée de la batterie intégrée ... Je le fais plusieurs jours en utilisant la box (très élégante) qui les contient et bien sûr les recharge. Si je dois vraiment trouver une taupe à laquelle je m'habitue, légère et fine! Le son est merveilleux, puissant, clair et très fort! Je les ai essayés pour faire de l'activité physique en intérieur et ils s'isolent beaucoup, ils sont très interactifs grâce aux commandes soft touch vous pouvez interagir avec les smartphones et plus"
787,"Reçu tres bien emballer, la boite contienne : - Une notice - Un câble usb - Les ecouteur - Une étui de chargement pour les ecouteur - Des embouts en silicone - Une manuel de l'utilisateur - Un sac de rangement Tout d’abord, mettez ces écouteurs dans une belle boîte pour les protéger. Il est très facile à utiliser. Esthétiquement très élégant et discret, ergonomique, bien conservé. La pleine charge est rapide et la durée de vie de la batterie peut atteindre plusieurs heures. Plusieurs pièces de rechange pour l’oreille dans la boîte peuvent offrir un confort optimal à de nombreuses personnes. Ils sont légers. L’entretien est parfait"
788,Les écouteurs ont été livrés très rapidement. Trop mignon j’adore le disign du boîtier et des oreillettes. Très confortable à porter. De très bonne qualité sonore même si elle n’équivaut pas à celles d’iPhone . Facile d’utilisation. Et en plus on m’entend bien lors des appels téléphoniques ce qui n’est pas le cas d’autres modèles que j’ai pu tester. Bon rapport qualité prix. A voir avec le temps.
789,"""Je n'ai pas entendu parler de l'entreprise avant de les acheter, mais ils ont été recommandés par un ami, je lui ai donc donné un coup de feu. J'ai été très satisfait de la qualité du matériel et de l'étui de transport de fantaisie. (l'étui charge les écouteurs lorsqu'ils ne sont pas utilisés). La connexion via Bluetooth pour la première fois est très facile et il se reconnecte automatiquement au dernier appareil utilisé. Le son est de très bonne qualité avec suppression du bruit. Je ne peux pas dire un mauvais mot sur la basse. Les écouteurs tiennent la charge pendant quelques heures (environ 4). Ils se sentent à l'aise dans l'oreille et ne tombent pas en marchant et je courais même avec eux sans problème. Pour le prix, ils sont vendus (toujours élevés par rapport à certaines autres marques) mais la qualité vous en vaut la peine. J'ai quelques casques sans fil et ce sont mes préférés, même si je ne m'y attendais pas lors de leur achat. Superbe truc et 5 * de moi."""
790,"face au nombreux modèles présents sur le site, j’ai hésité entre plusieurs modèles et je suivis les commentaires et je ne regrette pas. les écouteurs sont exceptionnels. ils tiennent très bien dans l’oreille, on les oublie en quelque secondes. et que dire du son tout simplement parfait. ils sont dans un étui aussi élégant que solide. ils tiennent plusieurs heures et se rechargent très vites. super produit que je recommande à tout le monde."
791,"Je suis très satisfait de ce casque Bluetooth, ces superbes endroits sont la housse. Le son est bon et sans perte. La batterie peut être utilisée pendant un certain temps. Il s'agit également d'un banc de batteries, ce qui m'a été très utile lors de ma dernière visite au gymnase. J'aime le look noir, c'est une autre raison pour laquelle j'ai choisi ce look. L'affichage interne fonctionne bien car vous pouvez clairement voir que les deux écouteurs sont en charge."
792,"Avevo bisogno di un paio di cuffie economiche in ear che suonassero bene e devo dire che queste sono davvero ottime. La confezione si presenta molto bene già al tatto. Packaging di qualità e quando si aprono le aspettative non deludono ma anzi si confermano. Mi aspettavo un prodotto molto più plasticoso, invece è molto ben fatto. In confezione sono presenti le cuffie con il cofanetto per la ricarica, gommini di ricambio, cavo usb type C e una piccola pochette da utilizzare per non graffiare la custodia di ricarica. Molto apprezzato l’effetto specchio sul cofanetto di ricarica, oltre al fatto che indichi il livello di carica sia di cuffie che del cofanetto. Passiamo al suono. Le ho collegate sia con iOS che con Android e la qualità rimane invariata. Ottima se devo dire la verità. L’abbinamento è molto semplice. Su entrambi i sistemi operativi basta andare in impostazioni e selezionarle, nel mio caso “T5” e il gioco è fatto. Rispondono bene anche i comandi touch, forse leggermente sensibili. Le consiglio assolutamente a chi non vuole spendere l’ira di dio per delle cuffie ma comunque non vuole rinunciare alla qualità. Se vi sono stato utile 👍."
793,"Die Kopfhörer sind sowohl in Sound, Designe und Tragekomfort Spitzenklasse. Erstmal ein paar Worte zum Designe: Sowohl die Kopfhörer als auch die Ladebox sind in dezentem Schwarz gehalten. Die Ladebox hat sowohl eine Anzeige für den Akkustand der Box selber wie auch für die Kopfhörer. Die Kopfhörer haben eine sehr kompakte Bauweise und stören daher nicht beim Tragen. Außerdem kann man durch eine Touchfunktion an den Kopfhörern Songs anhalten und weiterschalten. Durch die vielen mitgelieferten Ohraufsetze kann man die perfekte Größe auswählen was für sehr guten Halt im Ohr sorgt. Nun zum Sound: Die Kopfhörer haben seinen sehr guten Sound, können sowohl laut als auch leise. Außerdem kommt auch der Bass sehr gut rüber was für mich bei Kopfhörern immer sehr wichtig ist. Zudem schirmen die Kopfhörer super von Störgeräuschen ab. Es ist total leicht die Kopfhörer mit dem Handy zu verbinden, was mir sehr wichtig war. Alles in allem sind es wirklich gute Bluetooth-Kopfhörer zu einem super Preis!"
794,"Die Ohrhörer gefallen mir sehr gut - schon die Ladebox hebt sich angenehm von Einheitsdesign der meisten vergleichbaren Ohrhörer ab. Die Ladebox ist sehr handlich und rund, sie hat eine Digitalanzeige für den Ladestand, so dass man jederzeit weiss , wie viel Kapazität sie noch hat. Sie lädt relativ schnell auf und hat dann genug Kapazität um die Ohrhörer 4-5 mal aufzuladen. Zu den Ohrhörern selbst: sie sitzen bequem im Ohr und man hat weder das Gefühl dass sie drücken, noch das die Gefahr besteht, dass sie herausfallen. Der Sound ist sehr gut, sowohl die Höhen werden glasklar wieder gegeben als auch die Bässe, die sehr voll klingen. Die Klangqualität ist auch beim Telefonieren gut. Das Pairen mit dem Handy geht intuitiv und sehr schnell. Einmal gepairt, verbinden sie sich beim nächsten Gebrauch automatisch."
795,"Die Kopfhörer bieten für ihren geringen Preis ein sehr gutes Preis-Leistungs-Verhältnis. Folgende Punkte sind mir besonders positiv aufgefallen: - Die Ladeanzeige der Ladehülle ist sehr praktisch und mir gefällt auch sehr gut, dass sie die Ladung in Prozent anzeigt (und nicht wie bei Konkurrenzprodukten über vier LEDs oder teilweise sogar gar nicht). Zudem kann man die Ladung der einzelnen Earbuds anhand von Ladebalken rechts- und linksseitig der Prozentanzeige ablesen. - Die Kopfhörer bieten einen satten Bass. In den Höhen und Mitten sind sie auch gut, für diese Preisklasse sogar sehr gut. - Sie sind sehr klein und sitzen bequem im Ohr, man merkt das Tragen schon sehr schnell gar nicht mehr. - Das Bluetoothverbinden und -rücksetzen ist sehr einfach, sodass man nicht mal die Anleitung braucht. Negativ ist mir nur eins aufgefallen: - Bei sehr hohen Lautstärken verzerren die Kopfhörer ein wenig. Das ist für diesen Preis aber durchaus verkraftbar, außerdem höre ich sowieso sehr selten so laut Musik. Damit ist dies kein Abzug wert. Kleiner Tipp, an alle die es noch nicht wissen: Lieber erst das Abspielgerät (z. B. Handy) auf maximale Lautstärke stellen und dann weiter mit den Kopfhörern nachregeln als andersherum. Dies vermeidet Verzerrungen. Alles in Allem war ich sehr positiv überrascht!"
796,"Die Kopfhörerbox ist extrem stylisch und hat einen CNC-Schnitt. Es ist rund und klein. Wenn Sie die Box öffnen, erscheint die Batterieanzeige nach fast 1 Sekunde später langsam. Der Klang des Kopfhörers ist großartig. Es wird sofort eine Verbindung zu einem Bluetooth-Gerät hergestellt. Der Bass des Geräts ist gut und vielversprechend. Die Akkulaufzeit ist sehr lang. Es reicht mir für 3 Tage. Ich bin ein schwerer Benutzer."
797,"👍🏻Das Design hat mir sehr gut gefallen, ich sehe es eher für Frauen, es passt gut ins Ohr, die Musik ist sehr gut zu hören, Bass und andere, um die Lautstärke des Tracks zu ändern und das Telefon mit den Tastenanschlägen ist perfekt ... das einzige, was das könnte Kritik ist der Verschluss des Deckels, der stärker sein könnte ... der Rest, MEINUNG ist ein guter Kaufqualitätspreis, für meine Nichte wird es perfekt sein !!! 👍🏻"
798,"Die Lieferung war wie versprochen. Kopfhörer, sowie Aufbewahrungs- und Ladebox, sind aus stabilem Kunststoff gefertigt und sehen auch vom Design her gut aus. Die kleine Box, in die die Kopfhörer entweder zur Aufbewahrung oder zum Laden kommen ist super praktisch! Die Bluetooth Verbindung zwischen Handy und Kopfhörer hat auf Anhieb und ohne Unterbrechungen funktioniert. Die Kopfhörer passen super ins Ohr und die Soundqualität ist einwandfrei, auch beim telefonieren gab es keinerlei Probleme. Die Gesprächs- und Musikdauer bis zu 4 Std. habe ich bereits überschritten. Halten also lange. Alles in allem finde ich diese Kopfhörer super und vor allem keine störenden Kabel mehr. Vielen Dank"
799,"Die Kopfhörer sowie die Ladeschale sind Top verbaut und schauen auch sehr hochwertig aus. Das wichtigste ist wohl, die Klangqualität und der Sound sind sehr gut. Die Kopfhörer haben einen sehr guten halt beim Joggen und fallen so schnell nicht raus. Noch zu sagen gibt es wohl zur Akkuhaltbarkeit, sie halten sehr lange durch, leider kann ich aber keine genau Zeit nennen,da ich sie jeden Abend aufladen."
800,"Die Kopfhörer sind einfach super, endich keine Kabel mehr die an mir rumhängen! Sie passen direkt mit den Standart Gummi und sind überhaupt nicht unangenehm im Ohr. Mit dabei sind aber auch noch andere Größen, somit sollte für jedes Ohr was dabei sein. Beim herausnehmen verbinden sie sich automatisch mit meinem Android Handy, was wirklich praktisch ist. Die LCD Anzeige in der Ladedose zeigt den Ladestand und auch den Ladestand der Doe slebst an, das ist gut zu wissen. Aufgeladen wird die Dose mit USB-C Anschluss oder noch praktischer über Wireless Charging. Man kann auch die Kopfhörer laden und gleichzeitig die Dose. Der Klang ist uch sehr gut und auch sehr basslastig. Man hört auch kaum noch was von der Umwelt, schirmt also auch gut ab."
801,"Considerando che online se ne trovano un sacco di cuffie bluetooth di questo tipo, mi sono affidato ai molti commenti positivi che ho trovato in giro. E confermo pienamente il loro ottimo utilizzo. Le cuffie alloggiano in una comoda ed elegante cofanetto che funge anche da powerbank di ricarica, sulla stazione di rica è orese8un numero in cifre che indica lo stato di carica di quest'ultima, mentre ai due lati delle colonnine a livelli indicano lo stato individuale di ricarica delle singole cuffie. La durata è ottima, più di 4 ore di ascolto. Mentre la base offre più di 20 ore di ricarica, davvero comodo. La base è possibile ricaricarla o attraverso cavo o tramite Wireless. Le cuffie si accoppiano facilmente a qualsiasi dispositivo e una volta associato, le cuffie si associano e disassociano quando si estraion o si ripongono della base. Il suono è perfetto. Le cuffie possiedono la superficie Touch qundi è possibile comandare : volume, pausa, paly, successivo, precedente, rispondi, termina chiamata. Compreso nella confezione ci sono diversi gommini a seconda della dimensione del vostro orecchio. Acquisto consigliato"
802,"DER Kopfhörer verfügt über einen Nackenbügel mit Verbindungskabel zwischen den beiden In-Ear-Stöpseln, der aufgrund seines geringen Gewichts keineswegs stört. Der verhindert auch nervige Kabelknoten. Außerdem passt ein kräftiger Akku mit mehr als elf Stunden Laufzeit hinein, während die Ohrstöpsel federleicht und klein sind. Der Klang ist sauber mit vielen Details, wirkliche Schwächen gibt es nicht."
803,"Bei meiner Suche nach neuen Kopfhörern war mir diesmal wichtig ein paar ohne kabel zu kaufen, da ich diese gerne mal ausprobieren wollte und die Kopfhörer mit Kabel immer am Kabel kaputt gegangen sind , so meine bisherigen Erfahrungen. auf meiner Suche bin ich dann auf dieses paar Kopfhörer von yobola gestoßen und muss sagen das Preis- Leistungsverhältnis ist meiner Meinung nach ok . Die Klänge /Bass sind satt und die Bluetooth Verbindung funktioniert auch reibungslos. Einziges Manko sind vllt dass die Höhen nicht so gut durchkommen aber bei der Preisklasse erwartet man nun auch nicht den perfekten Studioklang. Insgesamt gefallen mir diese Kopfhörer und sie sitzen auch gut im Ohr."
804,"Tolle Tonqualität für den Preis. Dank der Anleitung, die zum Glück anständig und nachvollziehbar verfasst wurde war die Installation sehr einfach. Vom Gewicht her sind sie sehr leicht im Ohr. Ein großes Plus für die Verpackung & Ladestationen, die sehr elegant und teuer wirkt."
805,Ich genieße dieses Headset. Die Klangqualität ist großartig. Auf Wunsch kann der Ton auch sehr laut sein. Ich hatte kein Problem mit Verbindungsfehlern zwischen dem Headset und dem Handy. Die Verbindung über Bluetooth erfolgt schnell. Ich mag das Design und die Farbe des Headsets. Ich bin mit dem Produkt zufrieden.
806,"Ich war lange auf der Suche nach passenden kabellosen Bluetooth Kopfhörern und habe sie nun endlich gefunden! Bereits die hochwertige Verpackung überzeugt, sowie das elegante Design der Ladebox und Earbuds. Die Soundqualität ist im Preis/Leistungsverhältnis sehr gut. Die Earbuds haben einen hohen Tragekomfort und verrutschen nicht. Mit einer Laufzeit von 5 Std. ist der Akku mehr als ausreichend. Alles in Allem ein sehr empfehlenswertes Produkt!"
807,"Après avoir reçu et testé ces écouteurs, l heure du bilan à sonné. Inconditionnel de la marque, je ne pouvais pas passer à côté de ces écouteurs. Je vais commencer par le négatif. Car malheureusement il y en a. L esthétisme : bien que beau pour ma part, ces écouteurs sont imposants. Ils sont un peu lourd et dépassent des oreilles. Cela risque d être choquant pour certaines morphologies de visages. Cela m as fait hésiter à les acheter. Ils ne sont pas discret du tout. Anti bruits: l isolation des bruits ambiants est quasi inexistant. Obligé de monter le son pour couvrir tout cela. Bonjour le mal de tête au bout d un moment. Usage réservé dans un endroit calme uniquement. Usage d un écouteur uniquement : Pour raison de sécurité au travail, je n utilise qu un écouteur. Pour ma part le gauche. Malheureusement les commandes ( pause, volume etc) sont sur le droit. Si celui ci est dans le boîtier, le gauche ne fonctionne pas. Obligé de le poser à côté. Par contre, l inverse est faisable.Pas rassurant de mettre des ecouteurs a ce prix la n importe où hors du boitier. Le prix: Bon il faut s en douter, la qualité à un prix. Bien évidemment, c est du bose donc faut payer...meme si ça pique.. Passons au positif!! L esthétisme : malgré son côté encombrant, on reste bien évidemment dans le style de la marque. Sobre, classique..mais efficace. On aime ou on aime pas. Le son: Alors la...le bonheur!! Un son pur, des basses présentes. Pas de grésillement, ni saturation. Le son reste parfait à tout les niveaux. Bose reste fidèle à son plaisir auditif. Le maintien dans les oreilles : Le système en silicone intra-auriculaire est parfait. Courir , sauter, pirouettes etc ..ne poseront aucuns problèmes. Les écouteurs ne bougeront pas. 3 tailles d embouts sont fournis. La charge et son boitier: Boitier de belle qualité. Un peu lourd mais cela prouve la qualité également. Par contre , les poches de pantalons... on oublie. L autonomie est respectable. 5h les ecouteurs et on ajoute 10h de plus dans le boîtier. De quoi ce faire plaisir pendant de longues heures. La localisation: Avec l application, il est possible de voir où l on as porté les écouteurs pour la dernière fois. Il est même possible de les faire sonner individuellement. Pratique si l on ne se souvient pas de ce que l on en as fait. Bon ok, il faut avoir une case en moins pour négliger un produit comme cela et le perdre... mais ça arrive malheureusement. Donc la fonction est géniale. Pour conclure, j adore ces écouteurs. Pour moi la musique mérite bien un tel équipement. Si vous cherchez quelques choses au top pour la musique et/ou pour la pratique du sport, alors ces écouteurs sont fait pour vous. Par contre si la discrétion est primordial pour vous, il est préférable de se tourner vers autre chose."
808,"Le produit est parfait et respecte des promesses, cependant je ne pense pas le garder. J’ai été réellement impatient d’essayer ces écouteurs, on m’a toujours vanté la qualité des produits Bose et je n’ai pas hésité à acheter ce produit. Le son lors de mon premier essai avec ces écouteurs était tout simplement parfait. Un son très net avec ce qu’il faut de basses. Une bonne tenue des écouteurs dans l’oreille, facile à porter, pas trop lourds comme on pourrait l’imaginer. Les fonctionnalités du produits sont vraiment géniales. Cependant c’est en regardant une vidéo sur YouTube que j’ai constaté avec horreur qu’il y avait un décalage affreux entre l’image et le son (j’avais avant une paire de sans fils à 30€ il n’y avait pas ce problème). Je trouve cela extrêmement dérangeant et c’est pourquoi je ne pense pas les garder. J’y réfléchirai encore car je ne les ai eu qu’aujourd’hui mais je suis assez déçu."
809,Devrait être interdit à la vente. L’oreillette gauche coupe de façon intempestive... et le sav n’a pas été capable de résoudre ce problème aléatoire . Ce problème est connu depuis le lancement et touche une part importante de ces oreillettes
810,"Ecouteurs très efficaces : très bonnes basses, la qualité bose, et le look est plutôt très cool ! La connexion BT se coupe parfois pendant une demie seconde, le temps de se resynchoniser, mais c'est relativement rare et ne gene en rien l'écoute. Un temps de latence se fait parfois sentir, lors du visionnaire de vidéos, quand l'application utilisée n'est pas optimisée. Ce problème est automatiquement compensé dans la plupart des cas. Aucun problème sur Youtube ou Netflix, par exemple. Excellente autonomie, notamment grace à l'étui qui les recharge au moins 3 fois. Celui ci est par contre un peu gros et ne tient pas facilement dans une poche. Le son lors des appels me semble plutôt bon, mais malheureusement, une seule oreillette est active lors des appels."
811,"Comment commencer à critiquer un produit Bose ? On ne peut pas ... Une stabilité dans les oreilles incroyable. Dans une salle de sport les écouteurs ne vont pas bouger dun cran de même en VTT. Niveau taille : il sont plus gros et plus épais que les earpods mais on sen fout c'est du bose quoi ... J'ai enlevé une étoile car en mode appel seulement l'oreillette droite fonctionne . Pas de perte de son constaté après 2 semaine d'utilisation complète, Une légère fabrique au niveau de l'oreille. Les embouts des autres écouteurs bose sont compatibles ."
812,"Je les ai commander car c'est du Bose donc qualité de son et était indiqué qu'ils avaient une bonne tenue. Pour ma part, malgré les 3 différents embouts livrés avec, un seul (L) tenait dans mon oreille mais encore trop limite car lors de me sorties en running , sur des chemins caillouteux, j'en perdait un ... Pour ma part, ca ne tient pas bien dans l'oreille. Autre chose, d'important, d'après le service technique Bose, ces enceintes ne sont pas adaptés au sport extérieur (soit disant a cause des déconnections fréquentes bluetooth... ). Pour moi c'est retour Amazon"
813,"Como calidad de sonido estos auriculares son excelentes. Para hacer deporte son magníficos, no se mueven en absoluto hagas lo que hagas. Pero para mí tienen fallo garrafal, sobre todo teniendo en cuenta lo que cuestan y la marca. Tienen una latencia en audio/vídeo de más de un segundo, por lo que ver un vídeo con la boca y los gestos de quien habla por un lado y el sonido por otro es horroroso. Tengo unos auriculares Bluetooth de 24 euros y no tienen ninguna latencia por lo que, el hecho de que unos auriculares de la marca Bose tengan este fallo, me parece un crimen. Y no es que lo diga yo, es que en su propia página lo reconocen e indican que trabajan en ello para solucionarlo. Dicen que con iPad y iPhone el problema debería desparecer según el protocolo de Bluetooth que utilizan sendos modelos, pero no es cierto. Lo he probado con ambos modelos (previa actualización de los auriculares a la última versión de firmware) y ocurre lo mismo. Si después de más de un año que llevan en el mercado estos auriculares no han solucionado este problema, dudo muchísimo que lo vayan a solucionar. Prometo que estuve dudando seriamente entre devolverlos o no porque el sonido es espectacular, pero sinceramente con la cantidad de vídeo que veo, me parece un delito tener que llevar unos auriculares de 160 euros sólo para escuchar música y otros aparte para ver vídeo, por lo que al final me decanté por devolverlos. Lo que me sorprende es no haber visto estos comentarios por parte de nadie cuando incluso lo admiten en la propia página de Bose y en concreto para este modelo (lástima no haberlo sabido antes). Por cierto, el servicio técnico de Bose España, lamentable. Ni siquiera responden a las consultas que les planteé por si existía alguna solución. Afortunadamente y gracias a ello, di con otros auriculares de otra marca que solamente se dedica a sonido, totalmente inalámbricos y sin ese molesto problema, con un sonido incluso mejor, con una app para personalizar muchísimas opciones de sonido, con un servicio técnico impecable y, para mi gusto, algo más cómodos y con mejor diseño. Eso sí, me costaron algo más caros, pero ahora puedo decir que no me arrepiento en absoluto de haber pagado más que por los Bose (unos 30 Euros más), porque ahora sí tengo la sensación de haber pagado por lo que he comprado a diferencia de antes con los de Bose, puesto que me parecía una tomadura de pelo el producto y trato recibido por el importe que pagué por los auriculares. Espero que os sirva mi opinión y ojalá algún día solucionen este problema que, desde mi punto de vista, es imperdonable en un producto de dicha marca. Por cierto, gracias Amazon por hacer que la gestión en la devolución de los mismos haya sido tan sencilla y ágil."
814,"Habe die Hörer schweren Herzens nach 3 1/2 Wochen Test und innerlichen Kampf zurück geschickt. Die Gründe dafür waren unter anderem, das die Verbindung regelmässig abgebrochen ist und sich erst dann wieder herstellen lies, wenn die Hörer wieder in die Ladestation gelegt wurden, dies kam manchmal alle 5 Minuten vor, was absolut störend ist. Die Musikqualität und vor allem der Bass waren zwar sehr überzeugend, aber leider waren die Hörer bei Youtube, Netflix und Amazon Prime Video nicht synchron, was ihm dieser Preisklasse nicht zu tolerieren ist! Ich habe günstige In Ears getestet, diese waren ohne Probleme synchron, warum dies Bose nicht hinbekommt ist mir ein Rätsel. Der ausschlaggebendste Punkt, warum ich sie jedoch zurück gegeben habe war die Tatsache, das die Ladebox voll aufgeladen schon nach 4 Tagen komplett leer war, obwohl ich die Hörer in dieser Zeit nicht benutzt habe. Somit habe ich mich schweren Herzens dazu entschlossen die Hörer zurück zu schicken. Der Sound und die Passform im Ohr waren bei mir perfekt, aber zu diesem Preis sind die negativen Punkte zu zahlreich in meinen Augen."
815,Sound quality is really awesome. But there is sound lag while playing a video. Didn't expect this from bose.
816,"I have seen a lot of comments about disconnection. I use these with an IPhone X and they work a treat after firmware update. What I can confirm as a fact is this ( confirmed with many other users on the Bose Community Forum. Connections will drop when used in direct sunlight as the headphones heat up a safety feature kicks in. Whatever Bose say this is a fact and is totally repeatable on multiple headsets and confirmed by many customers. As a customer in the UK this is no big issue, but these were useless by the pool in Italy last week in sunny 28 degree is plus temperatures. My original Soundsport phones worked fine. I have confirmed with Bose the temperature cut off but they say these work up to 50 degrees, which may be true in ambient heat, but even in sunshine at 28 degrees they can get too hot to touch and WILL disconnect. I have an open query with Bose on this now, Please consider before parting with your cash. All that said, work great for UK and in the GYM"
817,"Bit expensive, but worth it.no problem o f disconnection. No pain in the ear.absolute melody.fits perfectly doesn't fall of the ear unless u take it out from your own hands or you get robbed while jogging on the trail !!!!! Pun intended!!"
818,"I've read the reviews and felt compelled to write one myself since I'm a recent owner of the Bose SoundSport Free headset. Many of the reviews have been one side or the other - not conducting a 'full' test or providing a comparison (specifically when pointing out faults), with little insight as to what the 'user' is looking for from an experience standpoint. With that said, here's my high-level review... I'm running Firmware version 1.4.5 Audio: Superb. I own several headsets (Sony, Beats, Sennheiser, Bose, Apple) and these are excellent. Perfect for those that are athletically active with sound that's delivered crisp and clear, pleasing bass fans such as myself. Comfort level is outstanding and controls are relatively easy to use (some effort pushing the buttons and there is a slight delay on the actual volume control adjustment time, though not a big deal). These are not noise cancelling, but if you're someone for example who jogs where cars are, etc., these block out enough sound, but let in enough noise to keep you cognizant of your surroundings. 5 stars here for the use their intended for (they are named ""SoundSport""). Video Audio: Yes, there is a delay - but here is where it resides. If you're using your Phone or Tablet to watch video on a site like YouTube, you most likely will notice the delay in voice to mouth (on either an LTE or WiFi network connection). It's aggravating. However, when I run the same video on a laptop or desktop - there's no delay (same WiFi network). If you have a video that is downloaded, you will not notice a delay at all, no matter the device. With that said, if you're an avid YouTube watcher who uses a phone or tablet for those videos - I'd recommend against purchasing these. 4 stars here - and less if you're someone who streams video to one of the device types I mentioned. Case/Quality/Battery/Comfort/Conectivity: Typical Bose quality - very good to excellent. In ear the buds are extremely comfortable and the battery meets the Bose listed duration time. The case is great (though it will never beat the Apple AirPod case - but again nothing will), charges quickly, and easy to pack away and not worry about charging for the day. Connecting to devices is simple, and the Bose app will update the firmware of the buds over bluetooth - convenient for even the non-technical person. I haven't personally experienced any drops, which have been reported by others, but I wouldn't doubt those issues usually due to interference - something that simply can't be avoided (though some may be worse than others). 4.5 stars here because it's not the Apple AirPod case. Overall: I'm giving these a 4 star rating because they're not perfect for all intended use. While it covers most of what I personally intend to use these for, it's disappointing to witness issues right out of the box regarding video audio delay on portable devices. This issue can be remediated via a software update, but I'd recommend that Bose properly test out 'all' device streaming before releasing future updates. If you're someone who plans to just use these specifically for the audio experience of music, then I'd highly recommend them. You won't experience the drag of wires, uncomfortable ear hooks, or the concern that they may fall out. To summarize, great for those athletically active or music-holics looking for a smaller footprint to carry around, and bad for those looking for a great 'streaming' video experience on 'portable devices.'"
819,"Das Gerät ist gut und entspricht von der Qualität her dem , was man von Bose erwarten darf. Dennoch habe ich mich dazu entschieden, es zurückzugeben. Ich dachte zunächst es sei ein technisches Problem aber nach Rückfrage bei Bose bestätigte man mir , dass es sich nicht um ein technisches Problem handelt und auch nicht nach einer Lösung des Problems gesucht wird !!! BEIM TELEFONIEREN HÖRT MAN SÄMTLICHE GESPRÄCHE NUR AUF DEM RECHTEN OHR !!! Konnte es selber kaum glauben - lächerlich sowas. Bose absolut nicht würdig...."
820,"Bose is boss. Good ones ,best sound ever heard in ear pods. Good noise cancellation. . The ones delivered to me had a defect, the left one discharged in 30-40 mins only even after full charging. I have send it back for replacement, and I am waiting for the new ones, hope this time I receive a product with no flaws."
821,"Nach einigen missglückten Versuchen mit Wireless Headphones bin ich bei den Bose SoundSport Free gelandet, diese habe ich jetzt seit einigen Wochen im Einsatz. Ich verwende sie um Musik und Hörbücher zu hören. Sowohl die Kopfhörer als auch das Etui wirken sehr wertig. Legt man die Kopfhörer hinein, dann werden sie automatisch geladen, auch wenn man unterwegs ist. An der Außenseite des Etuis wird der Ladezustand des Akkus mittels LEDs angezeigt. Direkt an den Kopfhören sind die wichtigsten Funktionen mittels kleinen Knöpfen steuerbar. Lautstärkenregelung, Vor- und Zurück, Telefongesprächsannahme etc. Die Verbindung zu meinem Smartphone konnte ich auf Anhieb ohne Probleme herstellen. Der Klang ist aus meiner Sicht ausgezeichnet balanciert. Was mir wichtig war, ist dass ich von meiner Umgebung noch etwas mitbekomme, dh. die Umgebungsgeräusche sind zwar leise im Hintergrund wahrnehmbar, stören aber nicht. Die Kopfhörer können ca. 3 mal im Etui geladen werden, bevor man dieses an eine externe Stromquelle docken muss. Billig sind sie zwar nicht die Headphones, aber ich bin sehr zufrieden damit. Auch die Sprachqualität beim Telefonieren ist ausgezeichnet."
822,"These are the first true wireless earbuds that I've purchased. I was very excited and optimistic about them. However, they have a major issue that makes them unusable. The left earbud constantly disconnects. I started using them sitting and I could only go a few minutes before the issue popped up. I then got up and started walking around and they became completely unusable. For something that cost $250 plus tax, this is unacceptable. I've never been so disappointed with any tech product I've purchased. I've only used them for a few hours and I will be returning these immediately. Wait for confirmation from BOSE that this issue is resolved before you buy these. Their response to this issue has bee pathetic."
823,I would give 0 stars if I could. I don’t know if fault of seller( product was manufactured may 2018) or its fault of Bose .... but for nearly 20000 buck I expect excellent product. But instead I get product that is showing error as soon I opened and charged it. The speaker won’t turn.... the left keeps charging even though right is fully charged and then red light starts flashing on the Bluetooth symbol of left ear. Which is error according to Bose support. It has no refund policy too. ..... very disappointed with this... that too after spending so much money.... justified my belief that shouldn’t buy expensive products from amazon.... just keep it for grocery and small items shopping.
824,"Bevor ich überhaupt irgendwas zu der Produkt Qualität sagen kann, möchte ich los werden. NICHT KAUFEN. Genau nach einem Monat (Rückgabe Zeitraum) fing die Bluetooth Verbindung des Gerätes an zu hängen. Der linke Hörer hat sich des öfteren mit dem rechten getrennt und es lief nur noch auf dem rechten Ohr Musik. Da zerstört natürlich komplett alles was das Produkt gut macht, wie die eigentlich gute Soundqualität oder das Komfort beim Tragen. Man sollte nicht merken das man Kopfhörer trägt, das ist für mich das Hauptmerkmal für alle Arten von Kopfhörern und dabei versagt dieser Kopfhörer vollkommen. So schade. Deshalb leider nur einen Stern und eine ausdrückliche Warnung für jeden der dieses Produkt kaufen möchte. Ich habe selber ein Video-Review (von Casey Neistat) gesehen bevor ich das Produkt gekauft habe und Er hatte das selbe Problem nur dachte ich das das bei mir natürlich nicht vorkommen wird. Wie leichtsinnig ich doch war..."
