,review_rating,review_posted_date,review_text,review_author
1448,5.0 ,12 Apr 2013,"I can't believe it took this many years for Secret anti-perspirant to inspire another company. What's that?  I need to write more words to reach the minimum 20?  Okay, this should do.",Steve
1449,5.0 ,07 Feb 2013,"Finally! A pen that I can carry in my vagina! And it comes in colors that please us! My labia used to get so sad and moody when we would have to use boy colors like black and blue... lets not even mention RED!!!! Traumatizing. I never even noticed how heavy those old pens were! Having the ability to produce and push babies out of my body, facing life and death.... I forgot how fragile I was. Thank you for the reminder dick.. We mean BIC.",Libby the Labia
1450,5.0 ,21 Apr 2013,"Finally, a pen for the hands that rock the world. No longer are we saddled with industrial, urban or space-age designs and appearances obviously only suitable for a man. Now, we can sign those supply requisitions, draft those bills, and issue prescriptions holding a gentle reminder that although we might have aged beyond Barbie, My Pretty Pony and Betsy Wetsy, societal expectations of us have not expanded 'beyond the pale'.",Cynthia
1451,4.0 ,12 Apr 2013,"But what about wings?  If only they had wings I'd rate it with 5 stars.  If scented, I'd rate them off the chart!",Katherine Smith
1452,2.0 ,27 Jan 2013,"Great for job interviews, and the best part about these delicate, pastel, unassuming pens is how nicely they fit into binders!",Michi
1453,5.0 ,03 Oct 2011,"We all know that Bic pens are a great product with high quality at a great price. This version is nothing different. Once again, we have a product that is marketed to women. Well, in this case, this pen is slightly thinner than the standard Bic pen, which I, a man, find slightly uncomfortable. Do women really prefer skinny pens? Since most people find oversized pens produce less stress, I doubt it, but who knows?",jack wilinsky
1454,1.0 ,05 Apr 2013,"I accidentally picked these up a few months ago when I was at the store.  When I got home and saw what I had purchased, I figured I would try them out anyway.  After all, what difference does the name make? Pens don't have a gender.  How little I knew.",Magesfolly
1455,3.0 ,25 Apr 2013,"And all this time Freud thought women had penis envy when it was indeed, pen envy. If he had to write it all again, would he use this pen...because HE was envious?",Grandy Sandy
1456,2.0 ,19 Oct 2012,"Still too phallic.  Conversely, it fails as a phallic object because it feels unsatisfyingly narrow in my hand.  Otherwise the pen is fine.",Leather T.
1457,5.0 ,23 Apr 2013,"My wife has used all kinds of pens, and they all seem to run dry before she's done with them. Not only does this pen have the required ink reserves to handle even the most descriptive woman's writing needs; it gave her the confidence to use the rare semicolon punctuation properly in a sentence. Thanks BIC!",Bill
1458,5.0 ,28 Aug 2012,"This is the perfect pen for adding little hearts and smiley faces over my ""i's.""",ReviewByMe
1459,2.0 ,14 Apr 2013,This really cute guy at the post office asked to borrow my pen and it melted in his hot man hands.  It quickly turned into an awkward situation.  I guess it's back to Pilot pens for me.,rebekola
1460,1.0 ,28 Aug 2012,All MEN:,GollyGosh1234
1461,2.0 ,07 May 2013,"Not only did Bic misspell ""Crystal"" they are clearly made of plastic. I was expecting Waterford! How can I do a connect the dots puzzle with a plastic pen??",Billie Nance
1462,1.0 ,06 Jan 2014,"So I went to fill out some forms for school this evening and seeing as I had already put my own pens into my binder and then fastened it, I grabbed the nearest pen from my mother's desk and sat down to complete the task at hand.  To my immediate frustration, the pen would not write, and after trying three times I huffily called for my mother from the laundry room to locate a working pen.  She took the pen and tried a scribble and just like that, a trail of bright pink ink transferred smoothly to the paper.  This pen is an insult to the natural male dominance of a household, my mother should not be able to outmanouvre her adult son with a silly pen!  1 star.",gahoolecat
1463,5.0 ,28 Aug 2012,I was so happy when I found out Bic came out with a line of pens for us ladies.  It was as if my prayers had finally been answered.  Now if only they could vibrate.,Crila69
1464,1.0 ,29 Aug 2012,"Finally, after all of these years of fighting for equal rights, we women have finally arrived thanks to Bic's brilliant marketing. Now, no one will ever say Gloria Steinem ever burned her bra in vain.",NorthernRambler
1465,1.0 ,30 Aug 2012,"I, too, want a pink plastic pen designed just for ultra feminine me. When it travels to end up the Pacific Trash Vortex, I want to know that I did my XX part in adding to the world's non degradable plastic.",Monogramed Pen
1466,5.0 ,28 Dec 2012,"I just love the dainty size and colors of my feminine Bic pen. I use it to write on Mitt's folders full of women. Mitt helps me spell the words, and I print them very carefully with my wonderful new Bic. I use only capitol letters to make it easy to read. I do have one problem, though, I can't find the spell check. Reviewed by Lynn Somerstein, co editor of ",Dr.Lynn
1467,4.0 ,27 Aug 2012,"As a female physician, I have suffered for many years having to write with man-pens.  I am so very grateful for this product.",B. Robertson
1468,5.0 ,30 Jan 2013,Never say never.,JHAZZAMM!
1469,1.0 ,12 Apr 2013,I can't believe you'd make a disposable pen for women without real diamonds! I mean how can I feel terribly wasteful and decadent when i throw these pens away? Women always expect diamonds.,jest_amused
1470,3.0 ,29 Aug 2012,I picked up a pack of these pens because they were on sale. I figured the 'for her' was just a suggestion. Boy was I wrong. I can't use them for more that 5 minutes without my hand cramping so badly that I cant even write for about an hour! I finally gave up on them and gave the remaining pens to a friend (a post op transsexual) and she seems to really like them. I am giving them 3 stars since i cant properly review them myself.,sammer
1471,5.0 ,28 Aug 2012,"A wonderful product, and one that all my female friends, both real AND imaginary swear by - but think about this for a minute - if F.D.R had produced one of these little beauties from his waistcoat when signing the Yalta agreement with Stalin all those years ago we would all be speaking Russian now. I shudder to think that something so pretty can wield so much power. Brrrr - awesome.",Mr. Stephen Reid
1472,5.0 ,25 Mar 2014,"As a senior citizen, I am relieved that BIC has found the solution to all my problems, but my question is, ""WHY HAS IT TAKEN SO LONG""?  If this bit of genius was available to me in my younger days, surely I would have been a free woman by now.  The thoughts and words that would have flown so magically from that pen to the paper is unimaginable.  I am only thankful that I am still alive to experience this wonder, and I hope that all of the younger women out there will take advantage of the opportunity BIC has presented to you.",JERELYN
1473,5.0 ,10 Jan 2013,These pens don't really deliver in the way that I had imagined they would.,Rob Kulbeth
1474,1.0 ,08 Nov 2014,"So does this mean that women have been using men's pens all this time?  I prefer the simplicity of ""unisex"" office supplies, thank you.",Juztme
1475,2.0 ,28 Aug 2012,Not pen for all womans!,HMS Prancytime
1476,4.0 ,21 Apr 2013,"These are pretty and sparkly and so...beautiful... I can't stop looking at them.  Better than a double rainbow.  And shiny, too -- SQUIRREL!",Milehikrs
1477,5.0 ,28 Aug 2012,"I cannot believe this happened, but it's true. It all started when I purchased a 69 pack of BIC ""For Her"" pens ...",Ken Grubb
1478,5.0 ,18 Mar 2014,I am a 16 year old boy and i have been using these pens for over a year. I have started to develop strange feeling for other boys .... its this a side effect for long term users ??,Eve
1479,2.0 ,26 Oct 2011,"I have small hands...my 11 year old nephew has bigger hands then I do if that gives you some idea.  I have never thought my hands were so small that I needed a special pen.  I was curious as to what a pen made for ""her"" would be like.  Would they be curved to fit a woman?  Strong enough for a man but made for a woman?? Nope.  They were ordinary ball pens except super thin.  I am left handed and I hold pens in a weird way that puts a lot of pressure on the body of the pen. These pens were so thin they felt really flimsy and I worried that I might put too much pressure on it that they would break.  I just didn't like how thin and weird they felt and really don't see a need for them.  I will stick with regular sized pens.",Summeroz
1480,5.0 ,30 Nov 2013,"Forget going to Jarred, these pens were all i needed for her birthday!  Now every time she writes something she shows her ""gratitude"" to me :)  Thanks BIC!",Robert Herron
1481,5.0 ,28 Aug 2012,"So I bought one of these pens just hoping to fix the communication problems in my marriage. I used to write notes and leave directions for things that needed done and somehow my messages were getting garbled. The messages just was not being understood at all until I started to write them down with the ""for her"" pens. Now when I write down messages it automatically translates my words on paper to say what I actually mean instead of gobblygoo. Thanks bic!",Aurielay
1482,5.0 ,04 Nov 2014,"My boyfriend borrowed one of these yesterday, and I woke up this morning to find I was a lesbian.",Charlotte Gould-Smith
1483,5.0 ,28 Aug 2012,"It is well known that, even though they often feel that they cannot handle a thick barrel and are perhaps intimidated by it, when a woman finally does experience a thick barrel... she will never want to go back to a thinner one. Indeed, she will often dream of getting her soft, petite hands back on the thick barrel, and berate her thin barrel for not being ""manly enough"" and pleasing her like only the thick one can. It is a sad thing, but after using a thick barrel, a woman's hand is often ruined for thinner barrels forever more.",Gregory Hay
1484,2.0 ,28 Aug 2012,I thought these would be ribbed for my pleasure. I guess I will have to return them for something a little more phallic.,K. Evans
1485,1.0 ,19 Sep 2012,"I bought one of these pens, on the assumption that it was made in Asia. I expected a cooperative pen, which would anticipate my writing needs, and facilitate them with a minimum of fuss, resulting in a relaxed and generally satisfied sense of accomplishment concerning my written correspondence.",Harmon
1486,1.0 ,28 Aug 2012,These pens are the biggest unicorn assault on unicorn feminism ever!!! I accidentally came across some of these unicorn pens at a friend's place and tried to write the next section of my feminist manifesto. I realized these unicorn pens unicorn censored each time I tried to write a swear word and replaced it with 'unicorn'. Unicorn this!!!! This is the biggest unicorn assault on women ever!,jamjam
1487,5.0 ,29 Aug 2012,"Thank God above for this pen! Now I can always have a happy writing experience, just like I now can Always have a happy period, thanks to the gentlemen in these companies. It must be difficult for the guys to come up with such wonderful inventions for women.",FireSign
1488,5.0 ,15 Jan 2013,At last I'm not left out when I shop for office supplies. These pens go so nicely with my pink paper and dangly pencil thingy. I feel complete and whole now that I have a pen just for me.,Amazon Customer
1489,5.0 ,12 Apr 2013,the lady pen for your lady parts! absorbent! pinky slim & so easy to insert for a comfortable fit! refillable! fun for the whole family!,p
1490,1.0 ,12 Apr 2013,"This is an outrage. With only one pink pen in this set, I fail to see how Bic can justify calling this ""For Her."" Although the additional ""Ball"" in the title does give me some sense that I could satisfy some kind of deep-seated, inner craving for another few balls in my life, I cannot overlook the dearth of girly pinkness in this set. Bad job, Bic. Bad job.",Samuel Clemens
1491,5.0 ,28 Aug 2012,"I was so relieved to come accross these pens. It was my anniversary. Not a date I dread because I don't like my wife, it is the thousands of dollars in cash and prizes I am expected to provide year after year like the Publisher's Clearinghouse.",LBS
1492,5.0 ,29 Aug 2012,"So I have to say, I was very skeptical about this pen until I noticed something. Cristal. Where have I heard that name before...Cristal? Then it hit me. Alot of hip-hop stars use that name to refer to that popular bottle of champagne that you pop when things are...well...poppin!",Amazon Customer
1493,1.0 ,12 Apr 2013,Nope.,Jake
1494,5.0 ,08 Nov 2014,"I gave a pack of these pens to my daughter for her wedding night. Thank you, Bic! No one else understands us gals the way you do and now I can be the devoted mom I have always wanted to be... sniffle... (insert tender music here.)",IZZN
1495,3.0 ,16 Apr 2013,What is my husband supposed to do if he needs a pen and picks this one up?  Will it work for him?,Lisa H DeSanctis
1496,1.0 ,11 Nov 2014,"Shortly after I started using these pens I was taken to the hospital for an emergency hysterectomy.  Now I am suffering from premature menopause.  If you value your youthful femininity, stay away!",S. McKenzie
1497,5.0 ,18 Mar 2013,"""I feel pretty, oh so pretty, with pens made for me just from Bic! And I pity Any person equipped with a dick. la lalala la la la...""",chemguy
1498,1.0 ,06 Jul 2013,I agree with the comments made my some of the other guys that have used this product.  They do write OK but they definitely made me look fat in my jeans.  I do not recommend these pens.,Constant Reader
1499,4.0 ,29 Aug 2012,This is just wonderful.,MsR
1500,1.0 ,30 Aug 2012,"This pen is not only sexist, it is dangerous for men. I tried to write with this pen and my fingers turned into daisies. Do you know how hard it was to type this warning? Don't buy this pen guys, and ladies keep this pen away from your men, and your boys to prevent such tragedy.",Jason
1501,5.0 ,16 Apr 2013,"If they'd made these pens 40 years ago, I'd be married today.",Jane Marple
1502,1.0 ,28 Aug 2012,"Wow, my small delicate hands have at last found a thinner pen...despite the fact it will probably cramp my hands...I know this is made just for me.",Abby Davis
1503,4.0 ,03 Jan 2013,"When I first heard of BIC Cristal, I actually misheard the word BIC for something else. Thinking I was buying the perfect, uh, stocking stuff-her for my woman, you can imagine my disappointment when they arrived in the mail. Though they still offer more than I can deliver, you can imagine how devastated I was that 1) it wasn't actually crystal and 2)the videos I planned on shooting were just not going to be the same. She loves them, however, and even keeps a few in her purse to write with. At least that's what she says she does with them.",Dave
1504,3.0 ,29 Sep 2011,"I'm always on the lookout for a comfortable pen that writes smoothly and well so I was intrigued by a pen ""designed for a woman."" It is a thinner pen, but I guess it depends on the size of your hand whether that feels better to you or not. I thought the pen was fine, but my neighbor (a woman) thought it was too thin. It will probably just be a matter of preference, as it is with all pens. The colors of the plastic part of the pen are more ""feminine"" -- light blue, pink, green and purple -- and the plastic is see-through, which I like because you can see when you are running out of ink. The ink is black and writes like a standard ballpoint pen. All in all, a regular pen but with a smaller diameter, which may or may not be a plus for you.",Jennifer
1505,5.0 ,07 Sep 2012,"So after my last girlfriend dumped me for no obvious reason, I farted one last time in bed, gave myself the obligatory dutch oven and got up to think about how I could become a better human being.",Robin Englefield
1506,5.0 ,16 Jan 2013,"This pen makes my math and science homework a LITTLE less hard.  Now I have more time for dancing around to ""I'm Every Woman"" and trying to have it all. Thanks, Bic!",Frances
1507,1.0 ,28 Nov 2013,"A beautiful design, and looks like it'll work but what would I use it for? Cleaning the dishes? Making a casserole?",The JMSTER
1508,1.0 ,30 Mar 2013,"If it's pink and plastic, we've got to buy it girls!  The extra estrogen controlling our brains makes us powerless to resist it's charms.  We must OBEY.",Ninja Teacher
1509,5.0 ,31 Aug 2012,Thanks for making these pens. The Bic pens for women enhances communications between the sexes.,Death
1510,2.0 ,24 Jan 2013,"If they made a pen ""For Him""  wouldn't that be considered sexist?  I've used these pens and they still write, but no better than any other pens.  Great marketing scheme though .",A. Washburn
1511,5.0 ,05 Sep 2014,I love these pens!  The pens I was using before were very good at absorbing the ink but they were far to wide and cottony to write anything legible.  The pens are much smaller and come pre-inked and now I can spend my lonely hours writing about my 18 cats in my diary.  YAY!,Julia Gafa
1512,5.0 ,20 Apr 2013,"The following is a true story: Last July, I found myself on an international flight and needed to fill out the customs declaration form. I found a BIC Cristal in the rear pocket of the seat in front of me and IT WORKED!!!! Subsequently, I was able to clear customs and return home. Without the help of BIC, I would have been stranded in a far away place OR still detained at the airports security room.. Thanks BIC! PS: This pen has a wonderful swooping swirl, especially when creating the small ""q""",Jaybo6926
1513,4.0 ,08 Nov 2014,It is nice to be able to purchase a lady pen for those of us  non IT girls who have not adopted the computer typing thing. The only reason I didn't give 5 stars is because sometimes when I am writing an essay in class I get  distracted by the shiny pretty pink exterior of the pen and  I don't have enough time to finish my essay:(,Anna todorova
1514,3.0 ,17 May 2013,"I own these pens and they are great.  They are pens.  They work.  But what really interests me is this: under the ""Customers Who Viewed This Item Also Viewed"" title, the number one choice is this: ",LBrock44
1515,1.0 ,08 Nov 2014,"I accidentally used one of these pens, and it blew my fingertips off...  The BIC people really need to put a warning on the package - I mean - what if some other guy accidentally uses one, and puts in behind his ear, or chews on it... ?  Then what ?",Stefan A. Werner
1516,2.0 ,10 May 2015,"I like the colors but they just won't be fitting for me, Do you have these in plus sizes?",Lu
1517,3.0 ,14 Feb 2013,"I totally bought these for my little, because omg they were the cheapest purple pens I could find, and in my sorority you just have to get your little purple pens. It's like tradition. But I was all, ""omg these purple pens look all moody and stuff and are just too curvy,"" but then I tried one out and it was so nice. It's nice to have a good, feminine purple pen instead of those ugly masculine ones. I mean, who wants to buy their little UGLY pens? You wanna look cute in class, right?",Emily
1518,3.0 ,28 Aug 2012,"On the screen the word ""pens"" looks like... sigh, never mind. I thought $7.59 was a little too cheap for that. I'm grateful for the Amazon refund policy, perfect for misunderstandings just like this one.",Patrick
1519,1.0 ,04 Dec 2014,I literally just got my nails done like yesterday and these pens are like superrrrr pretty like really pretty but like I know they say they're designed for little girl hands but like my hands are like really small. I wish Bic made more sizes in these pens like one size doesnt fit all. like seriously these pens are cute but like theyre so expensive like 49.99 thats like all of the pocket money I've saved up from the penny my generous husband gives me every week.,Thomas P Maney
1520,5.0 ,12 Mar 2013,"I'm giving five stars to all of these reviews. Comedy gold right here. Keep up the funny work, LADIES. Thanks! Have a great day and a great night.",J
1521,1.0 ,30 Aug 2012,I bought a package of these for my wife.,M. Vale
1522,5.0 ,03 Sep 2012,"WOW. Before Bic for Her I've always used the men's version in white but, honestly, it runs dry so fast I always end up frustrated. I tried the black model, and it is very powerful - it seems like it lasts for every, but it's awfully large for me. It takes so much energy sometimes that I end up moaning with exertion, and by the time I'm done I'm completely exhausted. But the Bic For Her in pink seems like it was made for me! It fits me just right, and it's so sensitive - every time I put it down I just end up coming right back to it, because I get so excited to use it again! I recommend Bic for Her for every woman who's ever had problems with the size or energy required by other models. Worth every penny!",Western Justice
1523,1.0 ,21 May 2013,"When I first laid eyes on this product, I was ecstatic to see that BIC was finally looking out for us ""hers."" That is of course, until I realized that I didn't like any of the colors that they had to offer. All the pastel? What about the zebra print? hot pink? royal purple? and fuchsia? If I don't like pastel does that mean I'm not a female? Now utterly confused and in therapy. Thank you BIC.",Cici
1524,1.0 ,28 Aug 2012,I can't wait to use this lady pen to write a letter to the people at Kotex thanking them for their products that let me have a happy period!,PenNameISeeWhatYouDidThere
1525,3.0 ,28 Aug 2012,"When I saw the Bic Cristal Pens For Her Ball Pen, I thought, ""What a lovely idea for dispensing ladylike portions of champagne!""",Schnitzie
1526,5.0 ,21 Apr 2013,"Sneaky sexy, and way fun:  It's wonderful to see a mainstream company like Bic offer such a handy device, cleverly disguised as a pen. ;-)",Rocketman Ray
1527,1.0 ,28 Aug 2012,They must assume that we are more accustomed to holding 'thinner barrels'. Who would ever divulge that level of personal detail to BIC or any other marketing analysis team?,J
1528,5.0 ,14 Oct 2012,"What I don't understand is how us ladies ever learned to write. We'd have to leave the kitchen for that, you'd think...",Brittany
1529,4.0 ,05 Oct 2011,"I like the colors of these pens!  Ordinary basic pens are boring - clear, grey, white, blah.  With this pack, I have a colorful pen cup now - pink, purple, blue, peach & green.",Rebekah
1530,5.0 ,12 Apr 2013,"I just bought a pak of these by mistake, I am obligated to have a pen on my uniform at all times, I hope my sergeant doesn't judge me.",micah
1531,1.0 ,27 Aug 2012,"And here I thought that regular pens were for people in general - nope! Apparently normal pens are for men! Well, at least we women have this one product to call our own. Good on you, Bic.",J D
1532,3.0 ,20 Apr 2013,"This looks like a pen I should get for my granddaughters, but do you think my grandsons would be upset if I got them some also?",Dee Rohe
1533,5.0 ,28 Nov 2013,"I think I just ovulated...or *brovulated*.  I think my life expectancy just gained about five years, too.  Best pens ever.",Troy Renoll
1534,1.0 ,01 May 2013,I am a female but I couldn't get down with these pens.,X. Velazquez-arenas
1535,5.0 ,02 Sep 2012,"Isn't the attendant advertising wonderful? It's Weight Watchers, of course! Guaranteeing that we ""ladies"" can write down our favorite slimming recipes with our ultra feminine pen. Perhaps they'll also advertise cleaning products soon, lest we forget the priority of our interests.",B. Lynne
1536,1.0 ,03 Mar 2014,You will laugh (and shake your head) hysterically when you watch Ellen DeGeneres' sen-up of  this sexist ridiculous product at: [...],+
1537,1.0 ,12 Apr 2013,"I was hoping for a larger BIC than this.  What a disappointment.  Couldn't they offer this product in a variety of sizes? Obviously, nobody bothered to consult HER.",window maven
1538,1.0 ,30 Aug 2012,And then one day the ink turned blue and that really freaked me out.  I should have known - tarted up pen mingling with all those man pens in my mug...,Elizabeth
1539,3.0 ,16 Apr 2013,"They claim that this pen is ""for her"" but how can that be when it is only a simple pen?!?  Where is the calculator and the pencil for balancing checkbooks, or the highlighter, or the nail file or the tooth brush?  If this pen really was meant for ""her"" it would know that we won't only be writing, as our brains are doing about 15 things at once.  For example at this moment while I write this review I am also knitting a scarf, mending my wonderful husbands socks, tucking my darling children in bed, preparing the meals for tomorrow and getting ready to polish my toenails...",Seryndipity
1540,1.0 ,28 Aug 2012,"So, I'm a woman...with man hands. I want to take advantage of such a feminist endeavor by Bic. But the White, male, heterosexual, middle-class men's Bic just fit these sausage fingers better. Oh bother...",Jennifer Vardeman
1541,5.0 ,26 Oct 2012,How wonderful and uplifting to finally have a pen to fit my delicate hands! I feel so liberated!,aj
1542,3.0 ,09 Nov 2014,I'm not going to buy any until they get all the bugs out.,Weehopper
1543,2.0 ,20 Mar 2014,"I was going to buy these for my wife, but after reading ALL the reviews I decided to go with a less personal item.",Dr. Dolittle
1544,5.0 ,28 Aug 2012,I can't believe all you horrible men saying us ladies shouldn't be writing.  Just how exactly do you expect us to make our grocery lists?,DMPend
1545,1.0 ,28 Aug 2012,"I am so, so, so excited!",DLCS
1546,1.0 ,21 Dec 2012,"I can't understand why a corporation as enormous as BIC would create such a sexist product. This is 2012. When will BIC consider a ""Just For Men"" version of this enviable writing instrument?",Chris Henson
1547,1.0 ,08 Mar 2013,"""Pens"", (unmarked), are obviously meant for men. We ladies need an elegant, sensitive pen--a pen that won't be so hard to lift--a pen that (presumably) is specially designed for the expression of short, simple, sweet thoughts. Fank oo, Bic!!",Freya Shipley
1548,4.0 ,28 Aug 2012,The nuns won't allow the students in my daughter's school to use these new Bic pens.  They told the girls they were too suggestive and gave young men the wrong impression..  They did like the way the girls handwritting and essay content ( more home and baby shorts submitted ) improved though.  Do you think Bic could add a navy or mightnight blue to the colors in the pack to match the school uniforms?,CrazyBird
1549,3.0 ,28 Aug 2012,"Wondering what to give Her for your anniversary or a birthday present?  Now you can buy the lady in your life some ""Cristal"" for less than 10 bucks.  Thanks, Bic!",Bekka
1550,2.0 ,08 Nov 2014,"Upon reading the description of the slim, diamond engraved barrel I thought I'd found the pen I've been searching for. I've taken to typing for fear that writing with bulky, masculine pens will give me bulky, masculine forearms, and it just kills me to send notes without my tre adorbs heart-dotted ""i""s. However, upon opening the package I was horrified to find the barrel is plastic! PLASTIC! I don't know what kind of cheap, two-bit trash you think you're dealing with, BIC, but she's not me.",A. Sanchez
1551,5.0 ,07 Dec 2014,"These pens have made me the talk of the town! I used to get picked on and called names for not being the most attractive, or popular gal. But with a set of these pens its been all eyes on me. Squeee!!! Im so glad I invested in these. No more online dating for this girl! Now I can catch the attention of real men. Or atleast the near sighted, beer bellied, low self esteemed, probably already married with 7 kids, and drives a semi across country type of guys!! Men just cant seem to keep their eyes off my Bic's. Oh Bic, where have you been all my life??!",Amanda B
1552,5.0 ,25 Oct 2012,I am so thankful my daughter will never know a world without pens for women. Hopefully Crayola will catch on and start making crayons for girls.,ASC
1553,5.0 ,12 Apr 2013,"What a relief to try something new and NOT make my post cadbury egg posterior look larger! Doesn't do much to enhance the 'girls' though, unless dangled from a necklace into clevage. I'm buying a set for all my single lady friends!! Marry up, ya old maids:)",Erika M. Hotchkin
1554,3.0 ,05 Oct 2011,"I have medium-sized hands, and find these pens too thin. They are not as comfortable as a regular size pen and are harder to hold. In addition, the plastic is very cheap looking.",LGM
1555,1.0 ,25 Oct 2012,"To be completely honest, this review is of anyone who would actually buy this.",Yeshua Loves You
1556,1.0 ,12 Apr 2013,"I expected a pen that would lead my girlfriend to think her beliefs were acceptable and considered.  I wanted her to think that she was liberated.  I expected these glittery pens kept her confined within the acceptable limits of a slave.  When forcing females to adhere to a masculine gender role Bic certainly promises a great deal, but delivers little.  Not only was a woman able to express an original opinion, but I sort of agreed with her.  DO NOT RECOMMEND",Avarice
1557,5.0 ,19 Apr 2013,I love a pen that fits my description of myself: a pen that puts a Bitch In Control works perfectly for me! ~snarky smile~,Essie Y. Jackson
1558,1.0 ,27 Oct 2012,"Is it me, or do these writing instruments scramble your brain with an electric shock everytime you're about to come up with an original idea?",Djuna Barnes
1559,1.0 ,12 Apr 2013,I accidentally used this pen. It's my wife's. My wrist is now permanently limp. Worse I write with a lisp.,Raymond Rosch
1560,5.0 ,20 Nov 2012,"Now that I'm using these pens, FOR HER, I can write in my diary AND carry on an in-depth phone conversation with one of my girlfriends, all watching Oprah.  I have so much more time now for child-rearing and preparing lavish meals in the kitchen (ready by 5 pm sharp...he doesn't like to be kept waiting after a hard day of work).",Erik G. Nyquist
1561,5.0 ,03 Mar 2014,"ALl my life I felt left out and dejected. In 18 years I always used man pens and always felt like pens can be used for something other than love letters or my MeNSTRual Diary. In fact I even had the audacity to think I can become a Computer Scientist before BIC showed me my rightful place. OMG I actually used a big word like ""audacity"" <3 <3 <3 Thank you BIC Thank you :*",Karishma Changlani
1562,5.0 ,26 Oct 2012,"I'm so glad they made a thin barrel to fit a women's hand. If it were to fit a woman's hand, it would be far too grammatically correct for my poor female brain to handle, and this is much more manageable.",Kindle Customer
1563,1.0 ,23 Feb 2013,"I started using this product innocently enough and now, I'm watching Cougar Town and the Carrie Diaries regularly!  What the hell, Bic!  Would it kill you to put a warning on this pack!",Mark Wilson
1564,1.0 ,12 May 2013,They should really be a little more careful about labeling these things.,KRC1989
1565,5.0 ,28 Aug 2012,"Bought this pen ,put it under my pillow and immediately met the man of my dreams. We have been happily married for 3 years. Am passing it along to all my single girl friends.",cornishnut
1566,1.0 ,24 Apr 2013,"the pretty pastels drew me in, and the promise of what was ready to glide from under the cap but honestly, the shaft is not nearly wide enough to satisfy my woman-hands and it calls itself a ""Ball"" pen.  did you notice ""Ball?"" NOT BALLS. IT ONLY HAS ONE BALL! after i grasped it to write out the names of my future children, i noticed it only had ONE BALL. of course, Bic counted on the fact that i wouldn't read the package closely before purchasing with my wee widdle gwirly bwain and all. i may have been fooled BUT DONT YOU BE! this pen is partly impotent and will not give you any of the satisfaction that you crave. ""thin barrel to fit a woman's hand"" my foot! i expected comfort, not NON EXISTENT. this pen practically disappeared into my palm, it was so lacking in girth. Bic, after we talked about the man pens, you promised and you lied! this is NOT the pen we discussed. we are never ever ever ever getting back together. i'd write you a dear john letter but i don't have a pen that will get the job done. Pilot Gel Ball Roller is next in line. I hope at least IT can DELIVER.",ReadyReviewer
1567,1.0 ,12 Apr 2013,"My wife had these sitting on the counter and it was the only pen around so I picked it up to use it. Of course after dropping it a few times I finally got a hold of it before is snapped in half between my huge manly fingers. Needless to say, you cannot MAN HANDLE these pens. Once I finally started writing I realized I forgot how. I tried to scribble and no ink came out. My wife saw me, asked my if I was gay. I said no. She then told that if I wanted to write like a woman then I had o act like a woman and make dinner. Never using these pens again. They make me look like a sissy and give my wife way too much power.",Paris
1568,1.0 ,27 Apr 2013,"So BIC puts out a pen ""for her"" but no pen exists ""for him""?? Screw that, I got a whole drawer full of pens that I stole from the bank. You BIC ladies are sexist as they come and looking to drag men down and keep us in the garage now and forever more. I am Boycotting BIC starting now",sylvacat
1569,5.0 ,17 Apr 2013,"When putting on my vacuuming pearls and nylons, I don't feel fully dressed without my pens! They are the perfect accessory! I feel like a complete woman!",Penultimate
1570,1.0 ,28 Nov 2013,"I am a woman, therefore I am inferior and can't write (I need a legal guardian to even write this note, or even express my opinion for that matter, of course). So..why do I need those for anyway? I have better things to do, like dusting the house while my man drinks beer on the sofa. Also, they leak ink every 28 days. Whomever designed these is gonna get fired.",Amy Broche
1571,1.0 ,17 Apr 2013,As a man and easily distracted by shiny and colorful objects I could not use these pens without getting distracted.,john
1572,4.0 ,13 Apr 2013,"I am delighted to see there is also a retractable version for women by BIC also.  Just look below for the links to those products.  I personally, as a woman, love the variety offered here.",TexasMom
1573,4.0 ,04 Oct 2012,When anything is labeled 'For Her' it must be in pastel colors that applies to everything including razors and now pens! It's so nice to have things labeled so women are not using standard masculine colors like black.,Kia Singh
1574,5.0 ,28 Aug 2012,"these pens must be ""just for her"" because the pen caps are extra phallic compared to the normal ones. Thanks BIC! Now I can write a thank you letter to my physician while curing my hysteria",Jane Catherine
1575,5.0 ,06 Mar 2014,FINALLY those lying cheating stealing women will stop stealing the pens that were clearly meant for men.,Alec Scott
1576,1.0 ,12 Apr 2013,"1. As a *person* with ovaries, I am offended",Kocickasmom
1577,1.0 ,13 Apr 2013,This is one of the most ridiculous products I've ever seen.,Elena Olson
1578,3.0 ,29 Aug 2012,"After opening the package, I took out one of these Bic Crystal For Her Ball Pens for a closer inspection. All was well as I ran my delicate, feminine fingers down its smooth, hard shaft but when I rubbed the ball, ink squirted out all over the place! Now I have ink all over my hands and it even got in my hair! Not cool, Bic.",Whitney E. Kulwicki
1579,1.0 ,28 Feb 2013,"I'm afraid I have no paper pad in the kitchen, so have resorted to writing love notes, sweet nothings and gossip on kitchen towel.",S. Merry
1580,5.0 ,23 Apr 2013,"I may have just discovered the solution for our economic crisis but I cannot find a ""for her"" writing utensil anywhere!! No one will ever take me seriously if I submit my proposal in traditional black ink!  Do not make the same mistake I did; buy extra!!",Katie
