"","x"
"926","Élisez votre onze de rêve à 100 jours du lancement de l'UEFA Euro 2016 ™ https://t.co/OMERafKkdl via @HappinessFC"
"927","RT @shirleyZR_IKON: Trophée UEFA EURO 2016 tournée nationale 25 villes a partir du 01/04. #EURO2016 #TrophyTour https://t.co/OI0rkOEZkT htt…"
"928","RT @shirleyZR_IKON: Trophée UEFA EURO 2016 tournée nationale 25 villes a partir du 01/04. #EURO2016 #TrophyTour https://t.co/OI0rkOEZkT htt…"
"929","RT @HappinessFC: Quelles surprises pour la liste de Deschamps ? Sondage en fin d'article les Happinautes ! https://t.co/JCVrFJ2WCu https://…"
"930","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"931","Encore et toujours du Coca cet été ! https://t.co/SxCeQRPmlU"
"932","#UEFA #EURO2016 Comment Coca-Cola va envahir le quotidien des français https://t.co/xtPSJFZRTE https://t.co/pPtoqmldsv"
"933","RT @AlexandreDEREY: #Sport #Business : #UEFA #EURO2016 – Comment Coca-Cola va envahir le quotidien des français! https://t.co/yrUzpzjUZJ ht…"
"934","Quelles surprises pour la liste de Deschamps ? Sondage en fin d'article les Happinautes ! https://t.co/JCVrFJ2WCu https://t.co/xX3VZScUSa"
"935","RT @LPSBIZIDF: #Gagnez des places pour l'UEFA #EURO2016 avec #LaPoste sur France Bleu Lorraine via @fblorrainenord https://t.co/h9P3R9WORK …"
"936","#Gagnez des places pour l'UEFA #EURO2016 avec #LaPoste sur France Bleu Lorraine via @fblorrainenord https://t.co/h9P3R9WORK #Foot"
"937","RT @JeanDamienLesay: Euro2016: la Région Nord demande à l’UEFA de renoncer à la redevance des commerces du stade Mauroy https://t.co/rCx4uR…"
"938","U17- TOUR ELITE DE L'EURO UEFA 2016
Marine Cochelin appelée en sélection Nationale suite à la blessure de... https://t.co/aFRqtXxjCe"
"939","Euro2016: la Région Nord demande à l’UEFA de renoncer à la redevance des commerces du stade Mauroy https://t.co/rCx4uRhEfb via @lavoixdunord"
"940","#Euro2016 la Région #HautsdeFrance demande à l’UEFA de renoncer à la redevance pour les commerces du stade Mauroy https://t.co/YY6EmI7fNx"
"941","RT @LucmBernard: Coca-Cola dévoile son dispositif pour l’UEFA EURO 2016… Impressionnant <U+27A4> https://t.co/9hxakbkEo2 #CM #digital https://t.co…"
"942","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"943","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"944","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"945","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"946","RT @fblorrainenord: Exclu. Super Victor la mascotte officielle @EURO2016 est à Metz @ConnectGares ce vendredi https://t.co/nDmbrvxBsr https…"
"947","RT @slaroye: 8 matchs de l’UEFA Euro 2016 en Ultra HD sur @TF1 et @M6, en exclusivité
 pour les clients de la @tvorange #showhello"
"948","RT @slaroye: 8 matchs de l’UEFA Euro 2016 en Ultra HD sur @TF1 et @M6, en exclusivité
 pour les clients de la @tvorange #showhello"
"949","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"950","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"951","RT @AMOS_Lyon: UEFA EURO 2016 – Comment Coca-Cola va envahir le quotidien des français (DOSSIER) https://t.co/hXQKPDmStQ"
"952","RT @laborange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD pour les clients de la @tvorange #showhello #LabOrange https://t.co…"
"953","#RDV Demain gagne tes places sur @mouv pour l'UEFA Euro 2016 au 01 45 24 20 20!! #EURO2016 #UEFA @GroupeLaPoste https://t.co/PLK0y71JWm"
"954","RT @GroupeLaPoste: [CP] J-100 - l’ @UEFA dévoile le #timbre officiel de l' #EURO2016™ &gt;&gt; https://t.co/uPlMJTRCbZ  #LaPosteEURO2016 https://…"
"955","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"956","L'Euro 2016, un événement festif et solidaire à Lyon https://t.co/hyCDDZYshK"
"957","RT @BrunoMarion2: Gagnez des places pour l'UEFA EURO 2016 avec La Poste sur France Bleu Lorraine via @fblorrainenord https://t.co/SZL6yWHKbU"
"958","RT @AMOS_School: Coca-cola, partenaire #UEFA, bichonne les fans de foot avec la livraison à la place dans les stades https://t.co/JmPjzypZ3…"
"959","#Nouveauté #Boutique #1: UEFA EURO 2016 - Porte clés officiel avec mascotte officielle de la... https://t.co/FmkyySTDO1 #Supporters #Fans"
"960","RT @DlhOscar: Comment CocaCola va envahir le quotidien des français pour L'EURO16 https://t.co/yHqyR9b0kW #Marketing #Digital #Pub https://…"
"961","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"962","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"963","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"964","#France - La présélection des U17 pour le Tour Elite de l'Euro UEFA 2016: À partir du mardi 29 Mars, l'équipe ... https://t.co/G0k0Z7soCV"
"965","Gagnez des places pour l'UEFA EURO 2016 avec La Poste sur France Bleu Lorraine via @fblorrainenord https://t.co/SZL6yWHKbU"
"966","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"967","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"968","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"969","#France - La présélection des U17 pour le Tour Elite de l'Euro UEFA 2016: À partir du mardi 29 Mars, l'équipe ... https://t.co/hYPcRAGOap"
"970","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"971","#France - La présélection des U17 pour le Tour Elite de l'Euro UEFA 2016: À partir du mardi 29 Mars, l'équipe ... https://t.co/UzsZT1Ygpb"
"972","#France - La présélection des U17 pour le Tour Elite de l'Euro UEFA 2016: À partir du mardi 29 Mars, l'équipe ... https://t.co/x8qiKlModd"
"973","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"974","RT @notinmatthieu: UEFA EURO 2016 – Comment Coca-Cola va envahir le quotidien des français (DOSSIER) https://t.co/bMb2mujE0F. #UEFAEURO2016"
"975","RT @notinmatthieu: UEFA EURO 2016 – Comment Coca-Cola va envahir le quotidien des français (DOSSIER) https://t.co/bMb2mujE0F. #UEFAEURO2016"
"976","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"977","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"978","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"979","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"980","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"981","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"982","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"983","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"984","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"985","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"986","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"987","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"988","RT @vdascq: Villeneuve-d’Ascq : la Région demande à l’UEFA de renoncer à la redevance pour les commerces du stade Mauroy 
https://t.co/13CA…"
"989","#Sport #Business : #UEFA #EURO2016 – Comment Coca-Cola va envahir le quotidien des français! https://t.co/yrUzpzjUZJ https://t.co/hqdGkNqB5M"
"990","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"991","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"992","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"993","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"994","RT @laborange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD pour les clients de la @tvorange #showhello #LabOrange https://t.co…"
"995","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"996","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"997","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"998","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"999","RT @orange: En exclusivité, 8 matchs de l’UEFA EURO 2016 en Ultra HD sur @TF1 et @M6
pour les clients de la @tvorange #showhello https://t.…"
"1000","RT @JChamorel: Des millions ds le #sport pr l'image de marque de #Coca : #Euro2016 des dispositifs #innovants grâce au #digital https://t.c…"
