,index,Unnamed: 0,review_rating,review_posted_date,review_text,review_author
4787,2047,2047,5.0,09 Apr 2013,"I no sooner took my Huntzler 571 out of its wrapping when my entire 35 years and 3 failed marriages flashed before my eyes. ""No Wonder"", I yelled out as I fell to the floor. I've been unknowingly massacring my relationships as I have been mutilating my bananas. I immediately went on 3 dating sites with my new profile: ""Former banana mutilator finds Huntzler 571 and the answers to perplexing problems over 3 decades, now ready to gently handle your banana.""",Katdu
4788,2048,2048,5.0,28 Feb 2013,"I cannot tell you how much better my life is now that 571B has come along.  The birds sing louder, the sun shines brighter, even the breeze on a warm day blows cooler.",maydecant
4789,2049,2049,5.0,26 Jan 2013,Each year my family would argue about who would get the biggest portion of the Christmas banana.  If one child cuts it the others will get to choose their piece first.  Inevitably at least 3 of my 12 children would be upset about having been shorted on their long awaited annual treat.  Now our Christmas banana is evenly sliced and life is indeed fair and we can return to celebration of the birth of our savior.,Random Reviewer
4790,2050,2050,1.0,28 Dec 2012,I got this product as a Christmas present from a friend. It's totally useless as it only cuts bananas. And I'm allergic to bananas.,GMan
4791,2051,2051,5.0,01 Feb 2013,"I've worked at Baskin Robins for the past 20, thus and I've made my share of Banana Royal Sundaes.  Without a doubt, the best way to cut the bananas for this dish are by hand, with a paring knife.  I can do it with my eyes closed in about five seconds, and only rarely do I cut myself.  Unfortunately, after so many Sundaes, I have developed Carpel Tunnel Syndrome.  I was about to have to quit my job and do something else until I found this product.  Not only does it do a great job, not only is it a life saver, but it's a job saver too.  Highly recommended.  Thanks Hutzler!",Daniel M. Pomerantz
4792,2052,2052,1.0,09 Dec 2012,"As a product equality lawyer, I find the Hutzler 571 Banana Slicer to be prejudicial towards bananas with uneven bend, or bananas that somehow grew straight without bends.  The depression and sense abandonment felt by non-standard bananas is unacceptable.",Rich
4793,2053,2053,5.0,18 Aug 2012,"The most vexing problem of my life was solved today:  what to give my wife for a retirement gift?!?  Something she can use, enjoy and be proud of.  Something that won't break the bank now that we are on a fixed income.  Something that will let her save time in her busy retirement schedule.  Best of all, when we downsize our household, we won't have to find room to store this gem ... it will be the centerpiece of our art collection, proudly displayed on the new living room wall.  Thank you Victorio, thank you, thank you, thank you!!",Bruce C
4794,2054,2054,1.0,17 Jan 2013,"The Hutzler 571 Banana Slicer seems the like the perfect addition to any hamster habitat but let me tell you, the rungs are FAR TOO SHARP for little rodent feet.  While it's coated on one side to make it a fun yellow ""banana"" shape, the other side is a DEATHTRAP of exposed blades.",Kiff
4795,2055,2055,4.0,10 Jan 2013,"I have a gerbil, Sheila, with one front leg shorter than the other AND a fear of heights. Getting her to up to the elevated platform in her cage, which is traditionally and properly where one places a gerbil's food and water in spite of any difficulty it may pose for impaired animals, has been something of a recurring chore with normal ramps or ladders. She starts off pretty well at the bottom and is able to more or less navigate in a straight line by starting at the far left side of the base and compensating for the shorter leg by underextending the normal one. Problem is that as she goes further up, she looks down at how high off the ground she is, starts to panic and forgets to adjust for the leg. Time and time again she would get SO CLOSE to the top only to tumble off the far side of the ladder/ramp during the last two steps, bouncing into the wood chips below and requiring pep talks to get started again. She lost a lot of weight (which was - don't tell her I said this - in her case not such a bad thing) by not being able to eat and also lost a lot of self-confidence.",Master Gryphon
4796,2056,2056,5.0,05 Apr 2013,"I am a loyal owner of this product.  Had the first Hutzler 1 Banna Slicer.  Had been buying every model since.  Except for the 187, that one had issues so I heard.  I thought they have perfected this product with the 570.  Boy was I wrong!  The 571 takes banana slicing to a whole 'nother level.  Thank you Hutzler!",Joey
4797,2057,2057,2.0,20 Feb 2013,"I was excited by the promises made for this product and the rave reviews of some people left on this site.  When I received it, it didn't come with a manual.  I'm no idiot but I could not figure this device out!  I don't understand why they need to make everything so complicated.",KJones
4798,2058,2058,3.0,22 May 2013,"The yellow faux wood finish of the 571 works, but it doesn't beat the good-ol' real wood feeling that remind you of eating bananas in your youth, with wool socks and fireplaces. They convinced me to get it because it wouldn't crack or mold up and is easier to clean. That may be true. But I find my wife gravitates more toward real wood, so I hope they come out with a genuine Carolina Hickory version.",Esteban Hernandez
4799,2059,2059,2.0,27 Aug 2013,"Instructions didn't say you had to PEEL the banana. Over half of them were bent the wrong way and didn't fit anyways. I'll go back to the slicer Mom gave me to use. Sure, the circle shape is odd, and no idea why it has a tiny hole in the center, but at least I don't have to PEEL anything when I use that one. Very disappointed with this product. I'll stick to munching on my usual wedge shaped banana slices.",Kirk
4800,2060,2060,5.0,05 Apr 2013,"Pretty versatile device here, as it turned out. Worked on hot dogs, pickles, really long hard-boiled eggs, even caterpillars. Silly putty gave it some problems, but the banana-smusher hammer--sold separately--solved that just fine.",Kathleen
4801,2061,2061,5.0,08 Jan 2013,"This is a vast improvement over the Hutzler 570 Banana Slicer (the prior model), which had the shape of a triangle.  It was confusing and people were slicing the banana length wise making long strips now you get perfect coin shaped bites.  Such a vast improvement, now only if Hutzler can make a sliced bread crust remover that works.",Tim Proctor
4802,2062,2062,1.0,05 Apr 2013,"I was so excited when my banana slicer arrived in the mail..I went right out and bought some bananas. Unfortunately, somewhere in the middle of the operation, I lost the slicer. The major flaw in the design of this product is..IT'S THE SAME COLOR AS THE BANANA!!! What brilliant mind thought THIS up?!  The worst part is, I can't even return it for a refund..at least not until the banana turns black. :( Big frowny face for you, banana slicer!",Fern Karen Baptista
4803,2063,2063,2.0,07 Feb 2013,"Ok, so let me start off by saying that before my girlfriend and I would make a date night out of slicing bananas. It was a grand occasion that let us bond every time we'd slice. Everything was going well but our hands would start to blister from all of the manual slicing. I decided to purchase the Hutzler 571 to help preserve our baby soft hands. Well, long story short, this product is too good. It slices every banana perfectly, from bananas with black bruises, unripe hard ones, to the very mushiest of them. My girlfriend and I don't have anymore bonding time and my hands are getting too soft. Even if I use a fake plastic banana the slices come out perfect. But why?!",Gustavo Dominguez
4804,2064,2064,5.0,21 Mar 2016,"I was struggling to make ends meet, bought two of these Hutzler 571 and now I make over $2,000 working a week from home with this insane trick! I know what you're thinking, how? Amirite? Well all I can tell you in that once you slice your first banana so perfectly with the 571, you're going to wonder why you even went to college and got 50k in debt to begin with? It  made me question my life, my marriage, and my friends are crazy jealous of me.",Nikho
4805,2065,2065,5.0,17 Jan 2014,"I live alone, and sometimes cant finish an entire banana. It would be nice if they included some type of fruit-glue to put the uneaten portion back together for next time. That way the creator of this genius tool would get double advertising as I'd use it again later on the other half. See? Twice the use, twice the flash and flare of this god-sent device in front of my would-be envious friends and family...I mean, if I had any friends and if my family ever visited me..or answered my phone calls...damn.",Angel of Amazon
4806,2066,2066,3.0,21 Jan 2014,"As is the case with any other ingenious product, there are always those looking to capitalize off of someone else's success. Bootleg movies, t-shirts, watches, purses... You name it. :^(",Lowfreq13
4807,2067,2067,5.0,21 Feb 2013,"I would encourage anyone contemplating this purchase to act quickly! In a bill introduced by D. Fine-stein (yes, she has owned one, but had it melted into a stein for banana ale) the Hutzler 571 will be deemed illegal due to the fact the slicer has  an 18 slice capacity. The proposed bill limits the slicer to 10 slices. If you count your slices as I do, you will have to use 1 and 8/10 bananas each morning to have the ideal 18 slice portion. The waste of 2/10 banana each day will certainly create an environmental concern to which there will be an EPA investigation and more regulation. I won't even discuss the increased slice size which will only contribute to the American obesity rate. Be rational and purchase as many Hutzler 571's as you can afford.",freedom slicer
4808,2068,2068,3.0,06 Dec 2012,"I don't actually have the product to review, because I'm afraid that if I purchase it, the following week, the 572 model will come out.",Slowly I turned...step by step...inch by inch.
4809,2069,2069,5.0,10 Dec 2012,"While this device works fine for bananas I can attest that it has other important uses. My beloved pet squirrel, Squinkels, has developed an unfortunate weight problem. (By the way, do NOT bother with the Jagodowitz EZ rubberized weight loss pants for squirrels. They DO NOT work, plus they are a pain to clean.) He has had trouble climbing into his little nest, and, surprisingly, squirrel sized ladders are difficult to find. What a lifesaver! Now he can scamper (ok lumber) up to bed. Thanks Hultzler 571 Banana Slicer!!!!",Lisa J. Szlosek
4810,2070,2070,5.0,05 Mar 2013,When I was a little girl my parents marched on Washington so that people would have the right to disfigure and masticate their banana's any way they wished.,Boone
4811,2071,2071,5.0,11 Feb 2013,"After a long night of drinking, I gave this product a try but was unable to splice bananas together end-to-end.  Splice as I might, I could not produce the giant banana that had haunted my dreams for years.  So I did what any red-blooded American would do:  I finally went to bed and put the banana splicer under my pillow, waiting for the Banana Fairy to at least leave me a few dollars.  I woke up ten hours later with my ear shredded and no money, but sober.  It was only then that I noticed that it was a ""slicer"" and not a ""splicer"".  That was 5 years ago, and that experience provided me with all the motivation I needed to pursue a career in magnetohydrodynamic banana drives.  Thank you Hutzler 571!!!",nth Solutions
4812,2072,2072,5.0,31 Dec 2012,"One does not simply buy a banana slicer, even one as groundbreaking as the 571 model. Before one buys a banana slicer, one must undertake much soul searching.",matt1234
4813,2073,2073,5.0,17 Jan 2013,"The Hutzler 571 Banana Slicer is an excellent kitchen tool in every respect.  It not only cuts bananas, but also plantains, misshapen avocados, Japanese eggplant and very, very, very soft sugar cane as well ... truly a multi-function device.",D. E. Weber
4814,2074,2074,4.0,05 Apr 2013,"I would prefer a stainless steel version that is certified BPA-free.  I do have some concerns over whether such a product would work on my stainless steel bananas, however.  I would feel much safer using a stainless steel version (long as it is still yellow).",Don H.
4815,2075,2075,5.0,12 Jan 2013,"This product is incredible! For years I have taken a banana with me when I play golf. Then I'd have to peel it and find some place to discard the peeling.  NOT ANYMORE!!  Now, with the Hutzler banana slicer I just peel, slice and drop the banana slices right into my golf bag. Then anytime I want, a tasty banana slice is mine for the taking!  Yes, granted, they mush up and make a mess most of the time but no more peel problems.  I bet the Hutzler banana slicer has even helped MY slice AND shaved at least three strokes off my score.  Thank you Hutzler Banana Slicer, you're the best!",Craig
4816,2076,2076,5.0,16 Oct 2018,These reviews made me go immediately into the kitchen to get a banana but I used my teeth,Cassepied
4817,2077,2077,4.0,06 Apr 2013,"This product is a must for every critical thinker's kitchen. That said, I bought one for my Aunt Mabel, who is visually impaired, but she had trouble finding it in her utensil drawer. If I send it back to you, can you inscribe ""banana slicer"" on it in Braille?  Last night she mistook it for a sieve.",Brett
4818,2078,2078,5.0,07 Nov 2014,"Product Description states ""Great for Cereal"" but instructions unclear. No matter what I do the ceral doesn't end up sliced, it crumbles or large pieces get stuck between sections. I love the banana color and realistic curve. Too bad I don't have any cereal that is soft and banana shaped.",MonikerLewinsky
4819,2079,2079,4.0,22 Dec 2012,"Don't make the mistake I made... I used the U.S. sized slicer on a meteric sized banana, with disastrous results. Make sure you order one of each slicer size.",big bob
4820,2080,2080,5.0,27 Feb 2013,"Never being one to limit utensils to a single use, I iterated through many experiments with the Hutzler 571 banana Slicer.  Oh, I tried it as a foot scraper, Comb, trendy sun glasses, flea circus act, car air filter, transformer, iPhone case, Indiana Jones whip, sail boat sail, wild boar hunting, chick magnet and many more.",jomebrew
4821,2081,2081,5.0,23 Apr 2013,My wedding is in three months and I'm nervous. There is so much to think about me and my fiance have been freaking out. fortunately my Chilean friend gave us our gift early before he headed back to Chile (All True). He knew we owned the Hutzler 471 Banana Slicer and knew we could use an upgrade. You see the Hutzler 471 is great but clearly inferior to the 571 for reasons pretty obvious so I don't think I need to get into details. So imagine how excited I was when I opened up our gift and saw this banana slicing beast. Let me say....forget everything you thought you knew about conventional banana slicing out the window. This baby cuts through banana's like a laser.,tomc
4822,2082,2082,1.0,16 Aug 2013,"I'm appalled.  The senseless violence perpetrated on millions of bananas everyday has to stop.  Man's inhumanity to lower life forms seems to know no bounds and this is another example of the way we use our technology and ingenuity to cause ever increasing levels of distress and suffering in the most sickening ways possible.  I urge everyone to stay well away from this product (as well as fruit and vegetable peeling and slicing products generally).  Amazon, you are better than this.",pmov
4823,2083,2083,4.0,12 Dec 2016,"I got this to make smoothies but was very disappointed when I tried to push it through a frozen Banana and failed miserably. I even broke a nail in the process and I'm considering suing. I gave it 4 stars though because it works on fresh Bananas. Although, I don't see what you would need to do that for. I wish it came in green so I could try it in on plantains.",Dbon
4824,2084,2084,5.0,02 Jan 2013,My favorite thing to do other than slice a banana with the Hutzler?,J. Kosinski
4825,2085,2085,5.0,14 Mar 2013,"Little do people know that the Hutzler Brothers also wrote the song ""Let's do the Hutzle"". Where people would sing and dance while they sliced their bananas. Ironically the parody of the song is what caught on in the 70's disco era ""Let's do the Hustle"".  There were a number of models of the Hutzler 571.  The 571B is the most popular now.  But back in the day there was the 571A, the ""Adjustable 571"".  It had adjustable teeth for setting variable widths of banana slices.  It was mostly used by people who had upper and lower teeth missing who wanted to be able to put slices of banana through the empty spaces.  Prior to the 571A they would just smash the banana slices through.  Not socially correct in black tie settings. The 571C had the ability to remove one side of the device and used to comb hair.",Banana Magic
4826,2086,2086,5.0,30 Dec 2012,"An elegant solution, for sure, but this is only part of the solution.  What do you do with the rest of the banana tree?  Fortunately, Amazon has a suggestion:",Stuart B. Baum
4827,2087,2087,1.0,19 Aug 2013,I wish it came in green because green is my favorite color. I used green paint to color it but since then my bananas taste weird.,JHK
4828,2088,2088,5.0,18 Aug 2012,"My country's currency is dehydrated fruit. Banana chips are the most traded and bartered. Everyone cheated with their too thick, too thin banana chips. Until this product! Now each cut is even. So now our currency is honest. It has changed everything. It is communism somewhat as we have learned to communicate instead of being paranoid. This relaxed state has lead us into quite the Renaissance age in enlightenment. We still though has some mental trauma but we are working that through by workshops and retreats. We pay it forward now.",Nobel Prize winner
4829,2089,2089,1.0,19 Dec 2012,This is a bogus product! It isn't curved the same as the banana and when you slice a banana every one must be straight. I much prefer a Coleman Camp Axe.,Pete Flynn
4830,2090,2090,5.0,08 Jan 2013,"I just can't remember life before the Hutzler 571!  All those stringy things, banana peels that didn't come off in perfect harmony....oh the shame of it.  I used to eat only 2-3 bananas a day, now I consume more than anything Jane Goddall ever studied!.  I have one at home in the kitchen, on in the bathroom for a quick hit after showers, the office, in my bag for the subway, and in my car.  I haven't eaten anything but bananas since I got my dozen Hutzlers!",SarahJuno
4831,2091,2091,4.0,06 Feb 2013,"I am a urologist, self trained. I bridle under the yoke of formal instruction and have successfully taught myself to fly, write and do a little brain surgery.  Anyway, when I saw the 571, its utility for my line of work was obvious.  We ran ads offering curtailment for men with overgrown bananas and a special service for circumcision that quickly morphed into a ""brisk bris"" business. You have to hold it just right, a bit of trial and error is likely, but I guarantee swift, smooth slices producing small rounds that resemble raw calamari..",Haldane E. King
4832,2092,2092,1.0,28 Feb 2013,"I am a very alert and quick minded attorney.  I make instant decisions and judgment calls in order to survive the hand to hand combat that litigation has become.  Whether it's the topless blonde on another customer's lap at the strip club or the 571b, when I see something I want I go get it.  I'm hardwired that way.  So that's the way it started with the 571b.  I saw it, ordered it, paid extra for the fastest delivery time because can afford to, and then it arrived.  That's when screamed a scream of anger.  Recall, I ordered the 571b.  I was expecting a 57 pound slicer to handle my demand for sliced bananas.  This thing I was sent looks as if it can barely handle one banana at a time.  I also couldn't get the handle to turn without a hammer.  I tried to find a repairman to come and fix it but guess what?  There aren't any.  Finally got the handle to move but then another part wouldn't stop moving so I hit it with some duck tape.  Eventually I gave up on thing and called a plumber because it was an electrical problem.  Did I mention that I am very near sighted.  The labeling needs to be changed so we who do not see so well don't get tricked again.  You just made the list banana slicer.",Hi-I'm-Barry O-from-Kenya
4833,2093,2093,3.0,30 Dec 2012,"I love this product. Unfortunately, one of our local mom-and-pop stores went out of business because of it. It was Auntie Mae's Banana Slicing Shop. You see, due the difficulty of slicing bananas, some locals here took the time and money and enrolled in the 2 year training course at the local community college. With a 50,000 grant from the local bank and hundreds in donations from the area, they managed to open up their shop about a year ago so no one could go without sliced bananas. Everything was going wonderful for them. But then I found this item on Amazon. Amazed by its ease of use and simple design, I realized that I no longer had to pay the 4.99 to Auntie Mae anymore to slice my bananas for me. Soon enough, everyone else in my neighborhood caught on and soon enough others started getting their own Hutzler 571 Banana Slicers. And then it happened. Not more than a few days ago, Auntie Mae had to close up shop. This is almost as bad as the time I bought that apple slicer. Oh, and just to add salt onto the wound, the local community college no longer offers the banana slicing course and the instructor for it got fired.",Billy Bob
4834,2094,2094,4.0,05 Apr 2013,"I just had to let you know that the Hutzler 571 banana slicer saved my life. This past month, I had to take a restraining order out against my abusive husband, but he ignored it and still kept coming around. When I showed him the trusty 571, he looked at it in abject fear. The 571 is indeed my friend for life. AND it slices bananas!",JazzMom
4835,2095,2095,4.0,08 Apr 2013,I love the product but I am disappointed that I can only use this to slice bananas that curve to the right. I have lots of bananas that curve to the left. I wish they would make another slicer that addressed this problem. It's a pain to have to slice the bananas by hand that curve to the left. Desperately waiting for the next model.,R. Statham
4836,2096,2096,3.0,14 Apr 2014,"So this product works fine and all, but...I'm always filled with a sense of inadequacy after I use it. Look, whomever designed this, it's great you come from a land where you need two hands to handle your bananas, but I don't. It would be nice if you had an average-sized slicer. Better yet, how about a slicer that's too small? I probably wouldn't be able to use it, but I would have a big 'ole grin on my face everytime I tried!",ones
4837,2097,2097,2.0,06 Apr 2013,"I purchased the Hutzler 571 Banana Slicer, but I am in complete dismay, as my bananas are curved to the left.  This banana slicer is curved to the right! Can you please make a left-curved banana slicer for those of us with our left-curved bananas? Thanks!",SJP
4838,2098,2098,5.0,19 Mar 2013,"Some use weddings, graduations, birthdays... I measure my life in two eras: Before, and After owning the Hutzler 571 Banana Slicer.",Mike90125
4839,2099,2099,5.0,03 Jan 2013,"When I placed this banana slicer over my Fruit Ninja App on my Kindle fire, my score skyrocketed. The only downside (but I don't mean to complain) is that you can only play about one game before requiring either a new Banana Slicer or a new Kindle Fire.",Joel Byer
4840,2100,2100,5.0,31 Dec 2012,"This is a great concept, but it was designed for right handed people. I tried using it upside down but the banana came out backwards. What a disappointment.",Corvus Corax
4841,2101,2101,1.0,26 Jan 2013,"This handy tool is all well and good for those who prefer sliced bananas on things like cereal and fruit salads. But the other day, my kids wanted to have Banana Splits. 'No problem,"" I thought as I whipped out my Hutzler 571 Banana Slicer, ""Coming right up.""",Dodd
4842,2102,2102,4.0,02 Feb 2013,"Does anybody know if there is any aftermarket performance add-on's available for this product? I've heard the ceramic blades stage II kit available and I want soft grip chameleon color protective travel case, I can't go anywhere without my Hutzler 571 Banana Slicer but I'm afraid it will not stand the backpack beating well. You never know if you get hungry and stumble upon unsliced banana on the go so better being ready.",Sluh
4843,2103,2103,1.0,26 Dec 2012,"Having heard so much about the Hutzler 571, I did my due diligence and comparison shopping.  It's offered online from $2.38 to $11.11.  Trusting in the old adage that ""You get what you pay for,"" I sprung for the high end model expecting years of trouble free service. Well I can't figure out how to use it. I admit that I'm not tech savvy but honestly I expected better than this. Their tech support really sucks. Maybe we could form an online support group and help each other out.",Philip
4844,2104,2104,5.0,07 Jan 2013,I use this appliance more than any other kitchen appliance. I keep it on my kitchen counter next to my Bass-O-Matic 76. No kitchen should be without one.,M. Smith
4845,2105,2105,4.0,17 Jan 2013,"PLEASE USE THIS ITEM ON BANANAS ONLY.  No matter how excited you are to test it out, MAKE SURE AN ACTUAL BANANA IS PRESENT IN YOUR HOUSE BEFORE USING.",Cameron Shane
4846,2106,2106,5.0,06 Apr 2013,"We are elderly, and have had to adopt monkeys to help with gardening chores. We depended on them to cut up their own bananas - you can just imagine our concern about what else they might do with their knives! But then I bought  Hutzler's Banana slicer - so affordable, we could buy three. Incredible! Works like a dream - and they are back in the garden in no time!",savy shopper
4847,2107,2107,1.0,27 Nov 2014,"I was once famous, loved, rich, and confident, until that day...",M
4848,2108,2108,5.0,03 May 2014,"I am a chimpanzee from Whipsnade ZSL zoo. Our keeper bought this device for us after a genetic malfunction caused myself, our children and our parents before us to be born without thumbs rendering us useless at both peeling bananas, breaking them into bite sized pieces and texting.",G. J. Bailey
4849,2109,2109,1.0,05 Apr 2013,"I must say I have mixed feelings about this product... sure, a banana slicer is the greatest thing since sliced bread, and from the other reviews I guess it's great once you've figured out how to use it, but this thing comes without ANY(!!!) useful instructions! I have tried to slice a regular sized and shaped banana, but this piece of crap doesn't even fit! The banana sticks out on both ends, while most of the slicer sticks out the same way above the banana. I was only able to obtain like 2-3 slices from the middle section of the banana, but both ends of the banana remain unsliced for the most part. It's like they deliberately tried to make it NOT fit the shape of a banana. Any sane designer/engineer would have constructed the slicer in a way that the main component is 90 degrees from where it is right now, which I guess might actually make the slicer fit the banana, but the way it is assembled now the design is just completely flawed! :-(",john_wiedenhoeft
4850,2110,2110,1.0,05 Apr 2013,"My wife seems to like this product, but I have had to sleep with one eye open since I noticed that she has been keeping it in her night stand. She hasn't mentioned wanting to make me breakfast in bed, so I think she might have found out about my secret Swiss bank account.",VFXProducer
4851,2111,2111,2.0,15 Dec 2012,"I was getting tired of cutting my bananas with a chainsaw, and there was never enough banana left after cutting it for my Cherrios.  So I bought this thing 'cause it promises to make slices sized perfectly for my Cherrios.  Well it arrived in the mail yesterday but I have not figured out where to put the gas.  Customer support is terrible.  They can't figure out where the gas goes either.",xwayne
4852,2112,2112,4.0,05 Apr 2013,"The Hutzler 571 is a marvel to behold. Equidistance and volume accurate slices are precisely measured. This is definitely the best of the 5xx banana series, even the last version, the Hutzler 570, was severely flawed, including a off color that was more vanilla than yellow, inexact widths, and the slicer was straight, which made for unnervingly oblong upper slices - which my OCD kids would not eat.",Sam Sandoval
4853,2113,2113,5.0,20 Apr 2013,"I was distraught when my husband threatened to leave me. He is an accountant and the accumulative cost of supporting my habit of buying bananas, eating a choice few then leaving one or two to  shrivel and blacken in the fruit bowl was too much for him. I'm fond of bananas and couldn't promise not to spend in this area again. I tried exchanging our dog for one that eats bananas on their way out but my husband was suspicious and checked the bins for tell tale skins. I was just packing my bags and wishing the children all the best for their lives when the post arrived. Who'd have thought my old school friend Lesley Whittle could be of any use to me...she'd sent me a Hutzler banana slicer. I live in America and she is in England. I rarely give her a second thought ..and now she has saved my marriage. Slicing bananas with this delightful implement is such fun we have eradicated the problem with old bananas in the fruit bowl. Now our entire family gathers together in a group hug to celebrate the joy and handy hilarity of Hutzler slicing action in the supermarket parking lot and all the bananas are eaten before we get home. I'm hoping those scientists at Hutzler come up with a folding version as my husband and I are planning a world cruise when he retires in about 20 yrs time and I am anxious about coping with whole bananas for an extended period when I am older and my hands my not be so strong.",Mrs. Penny Macphail
4854,2114,2114,3.0,24 Dec 2012,This works fine for bananas that curve to the right but I have one here that curves to the left. Do they make one for left-curving bananas?,Adrienne Jones
4855,2115,2115,5.0,12 Oct 2013,"At work, mostly I just slice meat all day. It's a good enough job, except your arm gets tired sometimes, and of course when you walk around outside you always smell like rotten meat, which is weird to some people, people who don't slice meat. Sometimes I get to put the slices of meat in the case, and that's my favorite part. Mr. Jenson, he's the head of the meat department, he says I have some of the best meat slice cases he's ever seen, and he should know, because he stares at meat all day. One time around Christmas I made a nativity scene of meat, and if I remember right the three wisemen were slices of three different kinds of smoked turkey, and the baby Jesus was a pile of ground beef, because by the time I got to him I didn't have any more meat slices just the ground stuff. When I come home I don't want to slice meat any more, I just want to slice fruits and things, because I think you should keep work and home separate. And at home I can't slice bananas with my meat cutter because the meat cutter has a lot of blood on it, and also because it's not at my home it's at work. So the slicer here does the trick. Since with the slicer all the slices of the banana look the same, I can make scenes from the Bible with the slices really easy, scenes like when Jesus was born, and also when he died, and also when he was walking around doing things between being born and being dead. I give the slicer 5 stars because it makes the making of the scenes a lot better and easier than if I was to try to use a meat slicer that I don't have.",Arthur Laraby
4856,2116,2116,1.0,23 Feb 2013,"Yes, yes, I can tell that everyone's over-the-moon about the Hutzler 571B Banana Slicer (except those whose marriage has been destroyed... and that one ninja). Still, I fail to see what all the hub-bub is about. This product is most certainly inferior to its cousin, the Banana CUTTER! (http://www.amazon.com/J-H-Smith-Company-Banana-Cutter/dp/B005N9HIKI/ref=pd_sbs_hg_7) Why people would wish to buy this product, with its white background and lack of printing on the edge, when they can have the texted, black-backgrounded Banana Cutter, is beyond me. Yes, fools. You may continue to believe you've found magic in the Hutzler 571B Banana Slicer. I, on the other hand, will keep my Banana Cutter a closely-guarded secret, laughing all the while at your woefully misguided use of this inferior product.",CJS
4857,2117,2117,1.0,05 Apr 2013,"I have purchased 2 Hutzler 571 Banana Slicers.  Each has broken within minutes of attempting to use them on the first banana.  I have followed what I believe to be reasonable steps to slice the banana; I pick up the banana out of the bowl of other waxed fruit, placed it on a cutting board, set the Hutzler 571 Banana Slicer gently on top and pushed down.  After about 10 seconds I have to exert more and more pressure and still the device does not cut through - until eventually it breaks.",AmazonDavid
4858,2118,2118,5.0,11 Jan 2013,"What was wrong with the other 570 models, that resulted in this masterpiece that Warhol, Picasso, and even Michelangelo would envy?  The only problem is that I frequently end up buying bananas that curve to the left and not the right.  Are they going to make a left curved slicer?",DDT
4859,2119,2119,1.0,17 Jan 2013,"I am left handed and all of my life have been discriminated against by dexterous people. Even the name ""sinister"" is Latin for left. ""Gauche"" is French for left. And now, a banana slicer which is unrepentantly dedicated to right-handed people.",David Stephens
4860,2120,2120,5.0,16 Dec 2012,"All I can say is even though there are hundreds of very helpful, informative reviews here to help you decide whether to invest in this machine, I'm not taking the chance on making the wrong banana slicer purchase decision until I see the sales people on QVC point out the benefits of this device. They are the only ones I truly trust. I know they will identify features this product offers that others have completely overlooked. Looking forward to hearing the experts at QVC point out the virtues of owning this product because they never mislead or exaggerate like some of these reviews hint at having done.",Kindle Customer
4861,2121,2121,4.0,21 Aug 2013,This revolutionary gadget has been on my must have list for a year.  Just when I finally decided to take the plunge and buy this banana slicer I found out that the new model is coming out in September. I am beside myself because of course since already using the slicer twice I will not be able to return it and get the newest model. I am told that the new model will be in a green banana color and cut smaller slices which are now the new code. Also the new slicer will have much more privacy features so the NSA cannot track its use. The one I did get however is allowed on airlines.  I was allowed to bring it on the plane in my purse so it was handy my entire flight to Rome.  Unfortunately there are very few bananas available in Rome but the slicer worked pretty well on mostaccioli and really well on the canaloni. I will probably sell this version back on amazon used when the new one comes out.,MsNomer
4862,2122,2122,4.0,16 Dec 2012,"The Hutzler 571 Banana Slicer is fine as it is, but I have heard (on the Internet, so it must be true) that there is an improved version that will have mono-molecular cutting edges that will slice through the peel, the cutting board, the kitchen counter, any under the counter plumbing, right through to the center of the earth.  That's worth waiting for IMHO.",Mark Elliott
4863,2123,2123,1.0,01 Aug 2014,"Banana splits, banana shakes, banana pudding, banana bread, freeze dried banana's, Banana's Foster:  I admit it.  I'm a bananaddict.  I don't know how those heartless Hutzler pimps can sleep at night.  Just when I'd weened myself down to only using banana's on my breakfast flakes and maybe a strawberry and banana yogurt here and there - wammo!  I offload some junk at our church yard sale and return home with a 571.  Thanks for nothing Banana Slicer.  My potassium levels are once again off the charts and you'll be hearing from my legal team.",Susanna Hollingsworth
4864,2124,2124,5.0,20 Feb 2013,I am the man I am because I purchased this product.,Steve Packard
4865,2125,2125,4.0,30 Dec 2012,"I was ready to return this product as a useless piece of junk, but then I realized I was using it for plantains. Silly, I know, but once I figured out what I was doing I became much happier with this purchase.",Z. D. Houghton
4866,2126,2126,4.0,31 Dec 2012,I would have given this 5 stars but its lacking in bonus material keeps it at 4. When the extended cut version is released I will have no problem bumping it up to 5.,G. Christie
4867,2127,2127,4.0,05 Apr 2013,"I was always jealous of the Bluth Frozen Banana stand at the end of the pier. I was thrilled when it burned down! I wanted to do something similar but not a copy, because who wants to copy those crazy lunatics. When I stumbled on this Banana Slicer I thought ""Yes, mimi-frozen bananas dipped in chocolate on a toothpick"". THAT is what everyone really wants. I only gave it 4 stars because slices are too thin to hold toothpicks.",M. M. Buchecker
