,0
286,"Solitamente non recensisco prodotti ma questo se lo merita tutto! Esteticamente le cuffie si presentano bene ma una volta indossate iniziano i problemi: - In chiamata confermo quanto già espresso da altri utenti, ossia che si sente un fastidiosissimo rimbombo; - Terribilmente scomode, dopo 10 minuti ti vien voglia di liberarti...e le orecchie puntualmente ringraziano; - Portata bluetooth limitata; - Volume massimo da ridere, nulla a che vedere con miei attuali auricolari non in ear pagati tre volte meno. Restituite il giorno dopo."
287,Amazing headphones. At a great price perfect sound and there’s not any lag when watching a movie. I’ve had them for 3 days now and used everyday and still not had to charge them still have around 40% charge Comfortable on the head and ears. Noise cancellation is great can’t hear a thing from outside world when using. Would recommend to anyone looking for a low/mid priced wireless headphones. Your getting high quality they look and work as if they were top end quality. Worth a buy!
288,"El producto llegó relativamente pronto 3/4 días. Son un auriculares de precio medio, no muy baratos pero tampoco excesivamente caros , pero por este precio deberían tener algo más de calidad, es plástico rígido llegando a ser molestos si los llevas puestos más de media hora , además la parte superior llega a ser molesta porque no tiene almohadilla que amortigüe la sujeción en la parte superior de la cabeza , eso sí, tienen buena sujeción para el gimnasio y el sonido es bueno , sin llegar a ser fabuloso !! Estuve a punto de devolverlos, pero como ponen tantas condiciones para su devolución por eso de que si le quitas el plástico de la envoltura ya no es posible , ( si no le quitas el plástico cómo vas a saber si te gustan ?? ) , finalmente he decidido quedármelos y usarlos hasta que me canse de ellos. Mi valoración sincera es que no valen la pena, los he probado mejores y con un precio más bajo de la misma marca u otras de primera línea."
289,"A favor tengo que decir que son los auriculares más cómodos que he probado nunca. Padezco muchísimo de dolor de orejas, o sea todos los auriculares al poco tiempo me hacen daño (sean del precio que sean) y estos los llevo puestos horas (más de 6h seguidas) y no noto que los llevo puestos. En contra, no se si durarán mucho porque son de plástico muy ligero y no me dan mucha confianza. Además yo tengo la cabeza pequeña y la primera vez he notado como que me presionaba bastante (al rato como he dicho anteriormente, perfecto, ya no notaba nada). Así que a lo mejor a alguien con tamaño de cabeza normal/grande le puede molestar bastante. EDIT: Después de casi dos meses usándolos he de decir que siguen siendo igual de cómodos, se escuchan genial y tanto la conectividad como la batería una pasada. Respecto a lo que dije de que no tenía mucha confianza de cuánto durarían al ser de plástico ligero, he de decir que son más resistentes de lo que parecen, ya que les meto bastante caña (se me han caído varías veces ya) y están perfectos."
290,"I was given a pair of these for my birthday a week ago. Bluetooth was easy to set to my various tablets, laptop, phone and i pod and I find in use that they have a pretty decent range. The greatest impact was from the sound quality which I find really excellent. Great bass, mid and treble gives an overall well balanced sound regardless of the type of music played and the main controls are on the right hand earphone. I thoroughly recommend these phones, especially at the 'Black friday' price of £35. They are an absolute steal"
291,"Sehr geehrte Damen und Männlein, dies sind meine ersten on-ear bluetooth Kopfhörer. Ich habe sehr lange überlegt welche ich mir holen soll. Ich bin wirklich keiner der pausenlos Musik hört oder auf perfekten Klang achtet. Diese Kopfhörer sind sehr gut verpackt angekommen und wirken Qualitativ ganz gut verarbeitet. Da ich wirklich sehr sehr schlechte on-ear kabelgebundene Kopfhörer mein Eigen nannte (die ich mal vor 10 Jahren gekauft hatte) bin ich vielleicht sogar die falsche Person die die äussere Qualität bewerten sollte. Jeder aber auch wirklich jeder neue Kopfhörer wäre qualität besser gewesen als mein alter Kopfhörer, da dieser schon mittlerweile auseinanderfiel. Dennoch muss ich sagen das der neue ""Sony WH-CH510W kabellose Kopfhörer"" mir äusserlich sehr gefällt. Ich habe es in grau geholt und es wirkt fehlerfrei bearbeitet. Die Polster sind sehr weich und angenehmm zu tragen. Wenn ich abends eine Serie schaue kann ich auch mal eine Std am Stück hören ohne das es drückt oder die Ohren wehtun. Achja mein Kopf ist nicht schmal sondern eher breit. Daher ...kein Problem. Was mir aber am besten gefällt ist die absolut lange Akkudauer. Stellt euch vor ihr kommt jeden Abend nach Hause und schaut eine 45 Minütige Serie und das macht ihr von Montag bis Sonntag...und am Sonntag wenn ihr das Ipad einschaltet und den Kopfhörer verbindet sagt es beim einschalten. ""Bluetooth connected. Battery fully charged."".....Sie sind immer noch voll ! Bei uns in der Familie läuft es so ab das zuätzlich zu mir auch noch meine Tochter täglich 30-60 Minuten ebenfalls den Kopfhörer nutzt. und dennoch ist der Kopfhörer Sonntags immer noch bei weit über 50%.Eher so 65 %. Also von mir aus hätte Sony ruhig noch 50 Gramm schwerer machen können und auf 80 Stunden erhöhen können. Wäre perfekt gewesen. :-) Diese Kopfhörer wackeln gar nicht und sitzen richtig gut. Sowohl bei mir als auch bei meiner 9 jährigen Tochter. Wir sind super zufrieden. Was den Klang angeht muss ich sagen das ich selten auf maximum höre aber bei 60% Lautstärke ist alles absolut klar und deutlich zu hören. Ein Rauschen gibt es für mich nicht. Und ich meine das meine Ohren wirklich gut sind. Ich wache schon öfters auf wenn eine Mücke im Nebenzimmer surrt. Aus meiner Sicht hat der Kopfhörer nach ca. 1 Monat bei mir zu Hause eine Kaufempfehlung verdient. 5 Sterne. Bewerten und abbonieren macht glücklich. Vielen Dank fürs lesen und Viele Grüße Öz"
292,"Bought the black version, for WFH, have some support calls. - First issue is the comfort, this is not comfortable at all. The cushion goes on top of your ears and hurts after a while. - The sound is nothing remarkable, noise cancelling is non-existent. Not that I was expecting something different for this price range. Now the real issues: - When having a call, I can hear my voice, the quality of the sound drops and it really makes very hard to understand what is going on. - The real reason I'm making this review is because now I tried with two machines (Windows and Mac) and I realised the device disconnects itself from the bluetooth randomly, is like the headphone restarts itself, disconnects from the bluetooth, tells me the battery and then connects again. This has happened three times in two different machines. Note that once this was IN THE MIDDLE OF A SUPPORT CALL. Hope this goes to the manufacturer."
293,Il est vraiment pratique 👌👌👍 j'adore 😍 il a l'air très solide .
294,"Vraiment confortable avec les commandes tactiles qui vous permettent d’augmenter / baisser le volume, changer de chanson et faire une pause. Excellente qualité et son. Ils ont divers embouts en caoutchouc pour s'adapter à différents types d'oreilles. La charge semble rapide et la durée de vie de la batterie est bonne. Je n'aurais pas pu trouver mieux : )"
295,"""J'ai en ma possession divers écouteur casque sony,bose, audiotechnica, jvc. Niveau son il manque peu être de basse ma la je compare bien sur avec des casques filaires beaucoup plus cher, on va dire que j'ai seulement 1 écouteur filaire bose et 1 casque bluetooth dans la gamme de prix de 80-100€ et le ils sont beaucoup moins bon au niveau de son. Si il y a une version plus cher avec un meilleur son je n’hésiterai pas a acheter. Niveau confort rien a redire dans mes oreilles les écouteurs ne bouge pas, parfait pour des oreilles de taille normal ma sœur n'a pas la mémé aisance avec ces écouteurs car je n'arrive pas a mettre les petits embouts. Je fais une session de running/art martiaux il n'est pas tombé. Vraiment facile lorsqu'on on a l'habitude, je conseil vivement de lire la notice, avec sa batterie de monstre cela presque une semaine que je l'utilise 1-2h par jours et il y a toujours 3 leds allumé. Pour conclure même si le nom de marque est un peu bizarre si vous n'avez pas de petites oreilles je recommande vraiment, un son équivalent a des bose soundtrue (même si pas la même signature), une très grosse batterie, avec un design assez bien réussis @@！###"
296,"Tout d’abord, mettez ces écouteurs dans une belle boîte pour les protéger. Le manuel est disponible en français et vous garantira que vous avez des doutes quant à son utilisation, mais en réalité, il est très facile à utiliser. Esthétiquement très élégant et discret, ergonomique, bien conservé. Les écouteurs ont une bonne autonomie, le contrôle par les boutons sur les écouteurs est efficace, et j’ai également testé les conversations téléphoniques, sans problème. La pleine charge est rapide et la durée de vie de la batterie peut atteindre plusieurs heures. Plusieurs pièces de rechange pour l’oreille dans la boîte peuvent offrir un confort optimal à de nombreuses personnes. Ils sont légers. L’entretien est parfait"
297,"Cette paire d'écouteur bluetooth est un véritable coup de coeur ! Elle possède une parfaite qualité de son, les basses sont géniales. C'est d'ailleurs la raison de mon coup de coeur. Elle est facile d'utilisation et très pratique: on peut changer de chanson, mettre en pause ou augmenter/baisser le son simplement en pressant les écouteurs. L'indicateur du niveau de batterie est très clair. D'ailleurs en parlant de batterie: elle est possède une grande autonomie. Je les utilise depuis 6 jours à raison d'1h par jour et ils n'ont toujours pas besoin d'être rechargé. Le maintien est topissime: les écouteurs ne bouge pas et son très confortables (testé lors de différentes activités telles que sport, ménage etc.). Certains se posent surement la question des lunettes: cela ne pose absolument aucun problème. Je porte moi même des lunettes, et c'est tout à fait confortable. Il suffit de bien positionner les écouteurs puis les lunettes. Donc n'hésitez pas à les acheter. En bref: un rapport qualité/prix plus qu'efficace, une qualité de son géniale, un confort et une autonomie assuré ! Foncez !"
298,"🚚Livraison : 2 jours avant la date prévue ! 📦Emballage : Reçut dans son emballage d'origine, lui-même dans un carton Amazon. ✂Déballage : À l'intérieur du carton : - Le boitier chargeur avec ses écouteurs, sobre, d'un noir mat plutôt élégant mais dommage qu'il y est le nom de la marque de marqué en gros car cela casse un peu l'effet. -Un sachet contenant une paire de porte écouteur en silicone de couleur jaune et 2 set d'adaptateur pour oreille de taille petite et grande. -Une notice en francais, courte mais qui vas à l'essentiel. -Un petit câble USB-C 💡Test : En suivant la notice et après pression de 3 sec sur chacun des écouteurs on voit bien que ceux-ci se connectent entre eux normalement. Le téléphone détecte et se connecte rapidement à ces derniers. Pour mon oreille j'ai gardé les embouts de base et ils s'adaptent sans soucis, je pense donc que les deux autres tailles conviendrons parfaitement à tous. Ils s'installent facilement et sont très légers. Après les avoir essayé pendant 3h non-stop durant une séance et VTT je peux affirmer qu'ils se portent super bien. Aucun des écouteurs n'as fait mine de partir, le son est très correct bien que la puissance soit juste ce qu'il faut et l'isolation est légère. En rentrant, je constate qu'ils leur restent plus de la moitié de la batterie, c'est une belle surprise ! L'autonomie est donc parfaitement plus que suffisante. 📄Bilan : Produit qui correspond largement à mes attentes, confortables, bon son et très bonne autonomie."
299,"These are some strange ones. I am hesitating between 4 and 5 stars, and when I started playing with these I initially thought that I'd give them only 3 stars as I immediately noticed a few issues (I have owned some 7-8 pairs of this type of headsets). But after testing them thoroughly and comparing sound quality with my other headsets, I concluded that they have a few superior features, mainly sound quality and comfort, that warrant 5 stars in spite of a few issues. So the sound quality is the best out of all my headsets, including some that are 50% more expensive now. They have a boomy bass (maybe even too boomy), but that can be reduced by slightly moving the earbud backwards (turning it in the ear, if you know what I mean). The higher frequencies are very pleasing and offer good reproduction of the sound. These headphones handled best one song that seemed to overpower other headphones with its loud sounds - these still sounded ok and pleasing. The volume is also quite high, so it's very satisfying. They are also very fast in connecting and disconnecting, however, there is this annoying design issue. When you place them back in the box, they immediately stop playing, but the phone thinks they are still playing and keeps sending them the stream, and they will not switch off until I close the box. This is annoying as an extra step to do. Also, I don't want them to connect to my phone and hijack the audio stream every time and open the box just to look at them - and they are really fast in connecting - only 2 seconds, so it's a world record almost - really fast. If only they did it only when I remove them from the box... Another thing is the cup - the medium size was too small for me, so I needed to use the largest size to enjoy the full sound quality, so someone with large ears has no recourse here. They sit well in the ears and are difficult to shake off with the hooks around the ears, however, to get the best sound quality I can only hook them a little bit - and further twist/turn to put them more behind the ears and all sound quality goes to ... somewhere else. Here are the pros: - great sound quality - great handling of loud sounds - super fast connecting and disconnecting - USB C (finally someone has done it!) - nice looking and soft touch case/box - two colours of ear hooks (I really like the bright green) - very comfortable if fitted properly in the right position - secure fit with comfortable soft hooks - internal volume control by holding the side buttons Cons: - buttons too hard to press (maybe they will wear in and become softer with time) - an annoying feature of switching on upon just opening the box - an annoying feature of not switching off until the box is closed - good sound quality only when hooks are hooked just a little bit over ears, so it's not super secure (but still quite secure - very difficult to shake them off) - the largest cup is actually medium, so most people will need to change and no recurse for people with large ear canals So all in all great sounding headphones with internal volume control and comfortable hooks, but annoying feature of connecting upon opening the box. Some people will be super happy with them while other super annoyed."
300,"Where have these headphones been all my life? - I am a retired musician so i'm very very fussy about my music and how I listen to it, my current pair are quite good quality but the left ear bud keeps falling out no matter how I try to keep it in, I've tried different sizes of the small ear pieces that fit on but to no avail. I was looking to buy a new pair and came across these beauties! - the quality of the playback is exceptional, just enough bass and treble etc, they fit around my ears perfectly so will not keep falling out, even though my wife and I wear glasses they are still very comfortable to wear (See pictures) Very easy to use, simply turn on your bluetooth, look for G4 and you're up and running, couldn't be easier! I'm actually over the moon with these, I listen to virtually everything through headphones, I believe you get the best from your music by doing this so I'm very happy indeed with my purchase, worth every penny in my opinion! 5 Stars all the way! *****"
301,"Have yet to take them to the gym (the reason why I purchased them in the first place) but so far this is my impression: Fit - they fit very well with the rubber ear hooks not interfering with my glasses and the default medium size rubber ear-canal caps appear to be a perfect fit, sealing off the outside pretty well (this is the noise cancelation it talks of in the description). Make sure you try all three sizes when you get them because they have a significant effect on sound quality. The key is to make sure they seal the ear canal completely and then the quality really shines. They seem to be comfortable and shouldn't budge even under vigorous exercise to a point where they can be tricky to remove again. They also came with a neon yellow pair of ear hooks too. Sound quality - So far pretty decent, particularly for the price. They are bass heavy without distortion but it can overwhelm the mids however this seems to improved slightly after running them for about 20mins so it might improve once they wear in. They have a solid high end that doesn't sound tinny and overall deliver quite a wide sound stage. Deadmau5 ""Some Chords"" builds nicely and the bass kick can almost be felt. ELO's Living Thing on the other hand is a little disappointing, lacking sharpness in the drums but the vocals sit nicely and the instrument placement is good. Santana's ""oye Como Va"" shines, almost sounding like surround sound with the instruments and effects placed around the room. Bluetooth audio codecs appear to be limited to AAC (default) and SBC on my Note 9. Interface - Pretty simple physical rubberized buttons on each that take a fair push to click but work as advertised (single click to pause / play, double click (not overly sensitive how fast you click) to skip with the left ear clicking back and the right ear forward. Holding the button slowly turns the volume up (right ear) and down (left ear). Triple click launches your default voice assistant. Pairing - Easy to set up on my Note 9. Launch the bluetooth setting and hit scan open the lid of the case and wait a few seconds for ""G4"" to appear then just click pair and that is it. Supports HFP, HSP, A2DP and AVRCP. After use put the headphones back into the case (the snap in place with a satisfying action due to the magnetic restraint holding them in place) and close the lid. The next time just open the lid, and about 2secs later they are paired up and working. The Case itself is small and light with a rubberised texture and USB-C charging port (small cable included)."
302,Love these headphones so much. They look far more expensive than they are. They are a very good quality set. They have the normal earbud sections that fit into your ear canal but also an ear hook that fits around your ears for extra security and grip. They are very very comfortable to wear and come with a spare set of the ear hooks. They really do cancel out the background noise as far as I’m concerned and are so easy to operate. The sound quality is superb as far as I’m concerned. They play for about 5hours from a full charge. The case when it’s fully charged can charge them up just over 4 times. They come with a charging cable as standard. The case is a neat smooth case with a dull finish. Very aesthetically pleasing to the eyes. They put quickly and are definitely ones I’d recommend. I love them and they don’t cost the earth.
303,"My wife's reaction when I received them: not another pair!🤣🤣🤣🤣 I found these very appealing because of the ear hooks and also because of the price. I found alternative earbuds with hooks but they did not look as nice and their box was really prismatic. These have a nice shape and do not take over the whole side of your face. They are still quite discreet. In addition, the shadow of the charging box is just yummy 🤗. The box does not take long to charge with the USB C cable, plus you can use a fast charger. Most importantly, they are comfortable, secure and the sound is awesome. I went to Chester earlier and on the way back to the car, I listened to some music. The sound was great and I could not hear the sound of buses, cars and vans rushing mere inches off me! The noise isolation is great I love them and just keep getting amazed by how great value technology is nowadays."
304,"I bought these earbuds in one of amazons flashdeals when the comparative HolyHigh earbuds I initially plumped for arrived faulty (only one earbud worked) As such, I can provide a rudimentary comparison between the two brands for those it might be useful to. Frankly, the holyhighs I preferred aesthetically. The charger box seemed a little smaller, the earbuds packed more neatly together, and the earhooks were thicker and appeared less flimsey than these slimmer more flexible ones. I like 'sturdy!'. HOWEVER. The HolyHighs arrived faulty while the Muzili's arrived in perfect condition and bluetoothed to my mobile effortlessly. Initially they sounded a little bass heavy, but going into my mobile music settings and turning to 'reduced bass' (duh!) fixed the worst of the issue and they sound much better for my musical tastes (mostly classical, some pop/classic rock) now. I am not a techie, and was pretty surprised by how much the in-phone EQ settings did change the music, so for anyone not immediately thrilled with the sound, definitely give these settings a looksie before dismissing them. I also initially found the earbuds not especially comfortable and they made my inner ears somewhat 'tickly'. Switching to the smallest spare earbud covers did the trick for me. Noise cancellation is pretty decent. When 'he' listens to his godawful music on the hi-fi I can listen to my earbuds in the same room without hearing any jumble of sound. Which is nice. Its difficult to give an accurate sound comparison against the holyhighs, because of course I only had the one ear to listen through on them, but the sound appeared somewhat comparative. So negligible in my layman opinion as to not be a deciding factor either way. The earbud controls on the Muzili's felt much easier and more responsive than on the holyhighs. Thats handy, particularly for turning on and off on those many occasions when someone ('he' again) interrupts your music just for the sake of making their own voice heard. If the literature is anything to go by these earbuds take the lead in that they offer notably more listening time per charge. I have yet to explore this to its fullest but can confirm that I got 3 days intermittent use from them on a single charge with no signs of needing to charge imminently. Between rooms and floors (one floor) bluetooth does not provide much of an issue (a momentary cut-out of sound occasionally when you close the door between device and earphones but for me it has come back after that temperamental 'blip') but leaving the device inside while you go outside is a complete dealbreaker. I imagine this is common for all bluetooth devices of this budget, but I dont know from actual experience. This isnt a problem for me personally though, since I am never far away from my phone anyway. I'm just bored of getting tangled up in its wires. All in all, a very useful, uber portable little item for housework and blocking out the world. I bought them in a flash deal for around £31. They currently retail on amazon at around £38. I would be happy to pay either price for their functionality and would vote they ultimately trump the currently price comparative holyhighs for the more responsive operation buttons on the earbuds."
305,"I've owned numerous earphones/headphones over the years and consider myself a bit of an audiophile. And while I'm by no means a professional, I'd like to think my experience counts for something. I already own a pair of working bluetooth earphones, but the skip track controls gave up the ghost, which is quite crucial for someone that cycles with their phone in their backpack and thus I felt an upgrade was due, so I bought these. And on first impressions these are actually very good by comparison. They're a bit more expensive than my previous pair, but I feel like the price increase was justified given what I'm getting in return. Out the box, you can tell that they haven't skipped out on materials. While the charge case is made of plastic, it by no means feels like it's going to fall apart the moment you accidentally breathe on it. Battery charge LEDs can be found on the front of the box and a USB Type C socket can be found at the rear, which is a god send if you love standardisation and hate the usual micro USB. The lid is hinged at one end and held in place with magnets at the opposing end, giving it a secure and solid feel when closed. Upon opening the case I was greeted with a very quiet ""power on"". And honestly I got a lot more excited about that than I should have done. It's a simple but very nice touch , meaning once paired to your phone (which was a pretty easy process), it's literally a case of whipping them out the case and slapping them in your ears without having to faff around with power switches. By contrast my last pair sometimes got possessed and would power off in the on position (they also seem to power off automatically after a few seconds when you put them back in the case). Speaking of slapping them in your ears, they're a very comfortable fit and they certainly don't feel like they're going to fall out. You could probably do a face first front flip over your handlebars, slide along the road for a bit and these things would still be playing graceful orchestral music in your ears throughout the duration... Unlike my last pair which ditched me the minute I left the ground. The buttons for play/pause, skip, etc. are nicely placed and have some nice feedback to them too. Everyone likes a good clicky button and they will satisfy that part of you. One thing to note is that these aren't capacitive touch control. A feature I specifically looked for because capacitive touch control in the rain with wet hands is generally, in my experience, abysmal to work with. Obviously, they come with large and small buds (on top of the preinstalled medium ones) which is to be expected, as well as a fluorescent green hooks in the event you don't like the preinstalled black ones. Again, a nice touch. Sound quality-wise, I honestly don't think you're going to do much better than these for the price range. And while they definitely won't replace my over-ear headphones, they do trump them in that I sadly can't wear my headphones with my bike helmet. I mean... I haven't tried, but I'm not sure I want to give off the cyberpunk teletubby vibe. Moving on, I listen to a lot of 80's rock, hair/glam Metal, the likes of Bon Jovi, Def Leppard, Motley Crue, etc. Because despite being in my early 20's I actually know what good music sounds like. The bass response is great for the form factor and the mid tones are just right for me. The treble is a bit on the sharp side for my personal taste (which is to be expected), but nothing a bit of EQ can't fix. Great sound for the form factor. Overall, I'm pleasantly surprised by these and I imagine you will be too."
306,"+ Lieferumfang - True Wireless-Ohrhörer - Ladecase - Micro-USB-Kabel - Bedienungsanleitung + Soundqualität Das Wichtigste bei jeder Art von Kopfhörern ist natürlich am Ende des Tages immer ihr Klang. Der Sound der Muzili-TWS-Kopfhörer bewegt sich sehr deutlich ganz am oberen Rand dessen, was man in diesem mittelpreisigen Segment der True-Wireless-Kopfhörer erwarten kann. Die Bässe wummern sehr kräftig und hinterlassen einen spürbaren Schalldruck im Gehörgang, ohne dabei aber die ebenfalls sehr gut wahrnehmbaren Mitten und Höhen zu überdecken. Anhand der Soundqualität könnte man durchaus meinen, TWS-In-Ears einer der großen, bekannteren und teureren Marken in den Ohren zu haben. + Ausstattung und Verarbeitung Bei der Ladeschale ist es geradezu erstaunlich, wie sie derart kompakt ausfallen konnte und dabei zugleich einen ziemlich großen Akku beinhaltet. Das Material und die Verarbeitung wirken tadellos und einwandfrei und die beiden Kopfhörer saugen sich sicher an den Magnetkontakten fest. Das Pairing funktioniert sowohl untereinander als auch mit dem Smartphone oder Laptop stets einwandfrei. + Fazit Es ist schwierig, für das Geld bessere TWS-Speaker zu bekommen."
307,"Diese Kopfhörer eignen sich besonders gut für den Sport. Dank der Bügel sitzen sie perfekt im Ohr und wackeln nicht. Ein herausfallen ist auch nicht möglich. Die Bedienung ist sehr einfach und wird gut erklärt. Im Lieferumfang sind verschiedene Aufsätze enthalten, so kann man sich die passenden aussuchen und verhindert so ein Druckschmerz im Ohr."
308,I purchased these for my husband for Christmas they arrived promptly my husband was very impressed with these earbuds the build quality is excellent. They look and feel very durable my husband said that they are very comfortable within the ear and over the back of the ear the sound quality is good very crisp and clear. Setting up was easy the supplied instructions were easy to follow I bought these so he could use his tablet without me having to hear what he is watching. They certainly did the job he has also used them with his phone and he has been very impressed the quality of sound there is no echoing through them. The battery life is good better than other ones we have had in the past so far we have been very impressed with these and based on our experiences we would definitely recommend them.
309,"The MOST comfortable sports Bluetooth earphones I have ever tried so far? Yup! That's right! I truly didn't think that a pair can get so comfortable in your ear until I got those. The first impression I had when I wore them first was ""I can barely feel it!"" - It is so light and the rubber hook doesn't cause any discomfort around my ears no matter how long I wear them. These are not my first sports pair but surely the best design so far. The earphones come so nicely packed in an elegant box with accessories, USB C cable and a charging base/power bank. Sound quality is really good. The sound is so clear! Also, the Bluetooth connects super fast as soon as the charging base lid. Used it for several hours without needing to charge it at all! Loving this choice and so happy with my purchase!"
310,"So I purchased this pair of earphones as I wanted something which was wireless as well as secure around the ear. These Headphones are solid, I’ve been using them for mainly exercise and my commute from home to work and back home again. They last for a long time without having to charge them, the sound quality is good and they stay in your ear when pushing weights and on the treadmill. They look discreet and not too in your face like most Bluetooth headphones. I think one of the nicest features is the box which charges the headphones whilst your on the move. Also it is magnetic and holds the headphones in place. They connect quickly without too much faffing with the Bluetooth setting, very easy to pair with your phone. You can also use just one earphone and you don’t have to use both of them at the same time. Solid set of headphones! 5 Stars!"
311,"There isn't much to dislike about the Muzili Wireless Headphones. I've tried a number of wireless earphones over the last two years on Amazon and these are up at the top. The battery life was the big sell for me- on one charge I'm getting more than 5 hours of play out of them, on android, while running and at the gym, and the short charge time (less than 2 hours) is worth some praise. Comfort is also pretty good- usually the tips on earbuds are the part where things get uncomfortable but these are snug and the overear hooks don't get annoying after long periods of wear, so comfort is great overall. The only minor negative I can find is the lack of bass and while the treble is fantastic and the sound even in voice is great, the bass does lack sometimes on my deeper songs."
312,"Definitely one of the best headphones I have had in the recent past. Headphones are really great. I like the fact that these headphones have all features of basic Bluetooth headphones and in addition to basic features what stands out is the sound quality and its design to ensure they wont falls during the exercise such as running. Its really easy to connect to smartphones and once connected that's it.. It auto connects every time I switched it on while trying it. Sound quality is amazing. Best part is the charging box which stores certain amount of battery power and charges the wireless headphones when I kept them back in to box.Love the design, sound quality and the user friendliness of this headphone. Highly recommended 👍"
313,"Every now and again I try to buy a pair of headphones that are most suitable for wearing when running. I was attracted to this set as there are no cables (other than the charging lead) involved. The phones are worn within the ear and hook around the 'shell like' with a rubber leg. I have found them comfortable to wear (having done so for 3 x 5 km runs to date). They do not delve too deeply into the ear canal and have not caused any discomfort either inside or around the outside of my lugs. They are quite light and do not pull down on my ears at all. The decibel level is satisfactory for me, in that it provides a good level of sound while still allowing me to hear surrounding noises, albeit muted. I found these earphone easy to use, to sync with my iPhone, and to charge via the dinky carry/protective casing. All in all, so far, I am happy with my purchase."
314,"Franchement je suis très très surpris par les écouteurs. Je cherchais des écouteurs sport sans me ruiner. Je les utilise surtout la journée pour travailler en musique sans être trop dérangé par les bruits ambiants. La qualité du son est top! Je cours aussi régulièrement et je craignais que des écouteurs de cette forme ne tiennent pas assez bien a l'oreille. La tenue est effectivement très bonne grâce a la forme qui épouse bien l'intérieur de l'oreille.ils sont vites oubliés. Au niveau du son c'est très bien. En fonctionnement il suffit de taper pour mettre en pause et de retaper pour reprendre la lecture. En terme d'autonomie, cela fait plus d'une semaine que je les ai et je n'ai pas rechargé le boitier. Ce produit est pratique pour le sport, le bricolage et toutes autres activités. Excellent rapport qualité/ prix, je le recommande."
315,"Pour le prix je ne m'attendais pas à un miracle mais il y a des limites à tout. Quelques points positifs avant de passer aux choses qui fâchent. Produit livré avec 3 jours d'avance (au moins ça). La recharge et l'appairage ne posent aucun soucis. Câble de chargement en usb-c. 3 tailles d'embouts disponibles. Gros problème, le son est déplorable. j'ai testé ces écouteurs sur smartphone avec Stellio un très bon lecteur mp3. Je suis passé par tous les réglages possibles (et il y en à la pelle pour ceux qui connaissent l'appli), peine perdue le son demeure sans aucun relief, aucune profondeur de basses. C'est tellement creux que J'ai l'impression d'avoir récupéré le poste monophonique de ma grand mère et encore. De plus on ne risque pas la surdité vu le volume de sortie faiblard. Bref je retourne avec mon imposant et lourd casque bluetooth made in China situé dans la même gamme de prix mais avec un son bien plus convaincant."
316,"Très bons écouteurs bluetooth. J'ai fait cet achat pour son aspect attirant et son prix abordable, et je suis très satisfait de sa qualité et la rapidité de livraison après l'avoir reçu. Le produit est vraiment leger, compact et joli, et c'est bien rangeable et portable dans sa boite de recharge. Et il fonctionne bien, compatible parfaitement avec mon smartphone, la connexion est stable, il est confortable à porter et très bonne tenue dans les oreilles. La qualité sonore est exceptionnelle avec des basses profondes et des aigus cristallines. En bref, bon produit et bon rapport qualite et prix."
317,"Écouteurs Bluetooth sans fil, très faciles à utiliser et mettre en place La recharge et l'appairage ne posent aucun soucis. La qualité sonore est exceptionnelle avec des basses profondes et des aigus cristallines. les écouteurs tiennent bien en bougeant la tête de partout avec les gros embouts. La tenue est effectivement très bonne grâce a la forme qui épouse bien l'intérieur de l'oreille. Ils sont vites oubliés. Au niveau du son c'est très bien. En fonctionnement il suffit de taper pour mettre en pause et de retaper pour reprendre la lecture."
318,"Bonjour, Alors je met 3 étoiles non pas parce qu'il est nul ou quoi, mais après 5 jour d'utilisation l'écouteur droit reste en bleu et il y a plus de son. J'aurais aimé trouver la solution mais je ne trouve pas. Donc il va rester de côté. Je suis dégoûtée car avec tous les avis que vous avez mis, j'étais très motivée pour l'acheter."
319,"Très jolie écouteur sans fil avec le petit boitier pour les ranger, très pratique pour ranger dans les sac, même pour une petite sac à main. Agréable à porter, tiennent bien dans l'oreille.Au niveau du son c'est très bien. L'isolation sonore du bruit extérieur est plus que satisfaisante, les commandes tactiles sont top et répondent bien épouse bien l'intérieur de l'oreille. Le Système de charge pratique est indiqué par un affichage Led dans le boitier. ce qui vraiment pratique. La connexion en bluetooth se fait rapidement et correctement. Très bon rapport qualité prix"
320,"Assez surpris par le son. Il est correct. Par contre, le tactile fonctionne pas super bien ! Tape une fois pour pause et tape 2 fois pour volume- ou +. Il fais d'abord la pause avant de jouer avec le volume. C'est pas du sliding ! C'est du tap le soit disant tactile ! Puis ne tient pas super bien dans les oreilles, même avec les plus gros adaptateurs fournis. L'autonomie est correcte. Mais voilà, vous attendez pas à un truc de fou vu le prix de 30€!"
321,"Très contente de mon achat. Les écouteurs donnent un son fluide . Il suffit d'une simple pression pour les faire fonctionner et de plus lorsque je fais un jogging, elles tiennent bien dans les oreilles. Elles ont une bonne autonomie, ce qui m'a surpris vu le prix abordable. Le boitier est très pratique et permet de recharger les écouteurs. Pour l'instant je n'ai eu qu'à charger 3 fois les écouteurs, donc je ne sais pas encore au bout de combien de temps il faut recharger le boitier. Je ne regrette absolument pas d'avoir acheté ces écouteurs."
