,0
671,"Possesseur de la extreme1 j ai voulu passer sur la seconde génération extreme 2. Premier inconvénient les deux enceintes ne se connectent pas ensemble car l'une a le jbl connect et l'autre le jbl connect+ et c est incompatible. Le son est très clair, propre y a pas de problème on est sur du JBL. Mais comparé à la première version le son est fade a mon sens sur la extreme2.... même en corrigeant avec un equalizeur je n arrive pas retrouver le kick de la 1, la profondeur des basses et la chaleur de la sonorité. Donc mon post s adresse surtout aux possesseurs de la extreme qui hésitent pour la 2, je vous conseille d écouter avant d acheter pour ne pas être déçu (ou pas). Pour les autres, franchement difficile de mettre en défaut l'extreme2 le son est plus que correct, ne sature pas et offre une puissance sonore remarquable pour le gabarit. Moins de distorsion que la première version à noter aussi, lorsque l'on pousse le volume a fond."
672,"Ayant acheté l'année dernière la JBL Go 2 et ayant vu la qualité de JBL, je cherchais une enceinte de la même qualité mais puissante, j'ai donc essayé celle-ci... et je ne regrette rien ! Un son parfait, de très bonnes basses, une bonne autonomie, très simple d'utilisation. La sangle la rend très pratique à porter, l'application est très facile à utiliser. Connect+ est une option très intéressante sur cette enceinte, l’appairage avec une JBL Boombox, flip 4 ou pulse 3 se fait très facilement et ça marche super bien, aucun décalage... Le décapsuleur présent sur la sangle est une très bonne idée aussi !! Bref je recommande vraiment cette enceinte !"
673,Dommage que la prise USB ne sert qu'a recharger un téléphone et pas pour mettre de la musique sur un clé .
674,"Erstmal das wichtigste: Klanglich außerordentlich top! Die JBL Box überzeugt alleine schon durch den optischen Aspekt, sie sieht einfach unheimlich gut, modern und elegant aus! Und nicht nur dass sie gut aussieht, das Design und die Funktion sprechen dieselbe Sprache. Ein Träumchen. Was nun alle interessiert, wie ist denn jetzt der Sound, wie fett sind die Bässe? Freunde, ein Genuss, ein Gedicht. Ich muss folgendes dazu sagen: - Natürlich ist die Box auf einem 100m² Parkplatz NICHt die geeignete Beschallung, das sollte klar sein - Sie klingt in allen Räumen aufgrund der Achitektur etwas anders, in manchen besser, in manchen normal - In meinem kleinen Bad ist der Bass so dermaßen dick, dass ich echt nicht laut machen kann - In meiner kleinen Küche boomt die Box auch heftig. Wahnsinn was das kleine Ding leisten kann - Im größeren Wohnzimmer klingt sie auch gut, nur drückt der Bass nicht allzu arg, denn noch wunderbar - Draußen beim Fahrradfahren zB macht sie echt ordentlich Dampf, hör mal auf! - Die Lautstärke ist richtig heftig! Wirklich verdammt laut. Daheim auf Max laufen lassen kannste knicken! - Die Akkulaufzeit mit 15h ist bei mir sogar zu wenig, sie läuft länger, weil sie auch nicht immer auf mittlerer Lautstärke läuft! Die Musikqualität ist perfekt meiner Meinung nach. Ich habe vielleicht kein ausgebildetes musikalisches Gehör oder ähnliches aber schon einen Sinn für gute und schlechte Qualität. Und die Qualität die aus der Box rauskommt ist vorbildlich! Die gesamte Abstimmung passt, kräftige Bässe, top Höhen und sehr angenehme Mitten! Der Gurt, der mitgeliefert wird fühlt sich an wie ein Anschnallgurt aus dem Auto, die Qualität überzeigt auch hier! Habe den Gurt fast täglich im Einsatz, weil er doch echt verdammt praktisch ist. Wer ihn nicht mag kann ihn jederzeit abmachen. Und wer behauptet das ist ein schlimmes gefummel, der soll sich verdammt nochmal nicht so haben, einmal hingeschaut wie mans macht geht das ruckzuck! Eine Sache ist mir noch aufgefallen. Die Verbindung zur Box hat eine minimale Latenz, fast nicht nennenswert, aber wenn man einen Film schaut ist der Ton vllt 0,2 sec hinterher. Es fällt so gut wie nicht auf, habe das erst nach Wochen bemerkt und es stört beim Filme schauen wirklich nicht, dachte nur, dass ich's erwähne :) Noch ein letzter Streitpunkt: Die Lautstärke und Qualität sei im Netzbetrieb viel besser als über Akku... Ganz ehrlich, da musste schon genau hinhören, ich habe nach 2 Monaten mal aktiv getestet, weil's mir nie aufgefallen ist. Ja, es ist ein mini mini unterschied zu hören aber hey, alleine die Akustik in den verschiedenen Räumlichkeiten hat so viel mehr Einfluss auf den zu hörenden Sound als der Netzteil-Modus. Das ist in meinen Augen echt Haarspalterei! #funfact ich hatte die Box mal in einer kleinen Kirche stehen und habe darüber Musik laufen lassen. Ich dachte erst, dass die Box in so einen großen Raum eher verloren klingt, aber hey die Box hat verdammt Gas gegeben. Ich hatte sie nicht einmal auf voller Lautstärke laufen und und hast die Bässe schön warm wahrgenommen. Echt erstaunlich! Von mir eine klare kaufempfehlung, auch wenn (aktuell) 249,00€ eine Stange Geld sind für eine Bluetooth Box, aber ich war noch nie zufriedener! Habe die Box jetzt seit fast 4 Monaten fast täglich in Betrieb und sie überrascht mich immer wieder!"
675,"Sicherlich sollte man hinterfragen welche Kriterien hier einige für Ihre 5 Sterne Beurteilung zugrunde legen. Die Xtreme 2 Box macht viel Krach aber gut? Nicht wirklich. Mag sein, dass ich als sog. audiophiler Hörer einfach einen hohen Anspruch habe aber doll klingt die Box nun echt nicht. Der Preis ist zweifelsohne recht hoch und ob das wirklich in Relation zum Sound steht? Ich finde nicht. Vermutlich sagen die 5 Sterne Rezensenten deswegen die Box sei so gut, damit Sie den Verlust von fast 250€ leichter verschmerzen können. Ich finde sie hat schwache Höhen und Mitten und auch der Bass kann nicht überzeugen. Zum Glück kann man ja bei einigen Einspielern dank EQ den Sound modifizieren. Da hört sich die Box zumindest angenehmer an. Hierbei ist aber auch die Quelle maßgeblich verantwortlich. Ansonsten als Box ohne klangliche Anpassung ist sie eher matschig bis linear für meine Ohren. Leider habe ich den Eindruck, dass das ohnehin oftmals der Trend ist. Hohe Frequenzen werden wohl nicht gerne gehört? Oder können nicht mehr gehört werden? Ein richtiger Tiefenbass ist auch nicht vorhanden. Auf Grund des Wackeln der Membranen seitlich an der Box könnte man meinen, wunder was da raus kommt aber da kommt halt nichts. Kommen wir aber zu den schönen Seiten der Box. Man kann sie gut herumtragen. Die Akkuleistung ist ganz ordentlich. Schade nur, dass man nicht per Powerbank laden kann. Die Wasserbeständigkeit der Box ist sicherlich ein Highlight. Sie macht auch richtig laut Lärm. Die Verarbeitung scheint recht solide. Nun JBL ist nach meinem Dafürhalten ohnehin kein HighEnd Anbieter. Sie bedienen meistens den amerikanischen mainstream Markt und alles was aus Amerika kommt, ist ja bekanntlich toll (Made in China) Ich vergebe 3 Sterne, denn die Box ist für meine Zwecke ganz ok. Update nach Zukauf zweiter Box.. da musste ich noch einen Stern hinzufügen.. klanglich in jedem Fall als Stereo besser. Preislich immer noch schmerzhaft 🤣 aber wie man Evtl auf dem Bild sieht, lindert das Zubehör das Leid"
676,"I bought this because the stereo in my car is poor. I thought, ""I'll put this is the car to listen to some decent sound."" I had the Flip 4, which isn't bad at all, so my hopes were high. This however, imagine you had ear wax and were standing at the top of a well listening to a wax cylinder recording playing at the bottom, with some added distortion, and you're most of the way there. It makes me sad that I am too busy and too lazy to box it and return it. it's junk. Thank you JBL, I will buy elsewhere."
677,"Also das es 2 Leute hier gibt, die einen Stern geben, dem einem zu viel Bass, den anderen zu wenig... Sorry aber da stimmt was nicht bei den Leuten. So... Ich habe was gesucht was guten Klang hat, viel Bass, und einen super Akku. Also das stellt meine bose soundtouch 20 in den Schatten. Den color von bose, kann da bei weiten nicht mithalten... 1A ist einmal der Akku, auf voller Leistung 8 Stunden, Wahnsinn. Lautstärke top, genügt echt, Bass 1a, kräftig und ausgewogen, besser wie bei bose, da wird ja immer geklagt, es sei zu viel, finde ich nicht. Wenn der Bass zu viel ist, Einstellung am Handy könnte eine Lösung sein. Verarbeitung top, sehr hochwertig. Wer hier 1 oder 2 Sterne gibt, den würde ich hier streichen. Da ich Vergleich habe, bose St 20, Bose Colour Bose hom 500, alles die ich besitze, ist jbl die Nr. 1 Preis leistung finde ich auch sehr gut, jbl kann was."
678,Ich hatte bis jetzt eine BOSE Soundlink Speaker III im Einsatz. Da dieser abhanden gekommen ist habe ich mir die JBL Xtreme 2 gekauft. Bei geringer und mittlerer Lautstärke ist der Klang enttäuschend. Es hört sich nicht satt an. Bin enttäuscht vom Klang.
679,"Lo mejor, la calidad del sonido y buen volumen sin distorsión. Muy práctico para llevar a donde sea, playa, campo o a casa de amigos. Causa admiración a todo el que lo ve y escucha. Han mejorado el acceso a los puertos, respecto al extreme anterior, sustituyendo la incómoda cremallera por una tapa de goma de fácil apertura. Volviendo al sonido, es muy equilibrado, bajos adecuados con buena expansión pero sin anular lo medios y agudos, el metal suena perfecto. Los colores son vistosos, yo lo compré en negro porque es el más clásico. Viene con una correa de transporte y se puede adquirir aparte un estuche con asa pequeña al que se le puede poner la correa original si se desea. La durabilidad a medio plazo está comprobada, lo recibí a mediados de octubre y por ahora bien. He esperado unos meses para enviar esta valoración, ya más adelante veremos con el paso del tiempo. La carga dura bastante aunque no he cronometrado el tiempo exacto, creo que suficiente. Lo uso en ratos de 3 o 4 horas y me aguanta para cuatro o cinco veces. El precio es el que es, igual en todos lo comercios donde se vende, sólo que en Amazon, con un poco de paciencia y haciendo un seguimiento puede comprarlo por unos cincuenta euros menos, lo cual no está nada mal. Esto es debido a la oscilación frecuente de los precios de Amazon. Resumiendo, para mi parecer, que ya he tenido otros altavoces de este tipo, es el mejor, al menos en sonido direccional ya que particularmente no me gustan los de propagación 360°. Recomendable sin lugar a dudas."
680,"Really disappointed with JBL's speaker. The speaker only does ""loud"". If you want to take to the beach and blast out house tracks, then this is your speaker. If you want to listen to music in your house then it's awful. Everything sounds like it's in a box. For film and TV I found it unusably bad. In order to understand speech you have to turn it up really loud, and then you wake the neighbours up when anything happens in the film. I ended up turning it off and using laptop speakers instead. The build quality is excellent. The battery life is great. It's very convenient. I just wish it sounded ok."
681,"Che dire, ho comprato questo diffusore un po' sulla scia delle ottime recensioni che, dopo l'ascolto ""dal vivo"" mi sento in parte di smentire. La potenza complessiva è buona e adeguata al prezzo ed alla classe del diffusore che di fatto è un top di gamma. I bassi sono il punto forte (ma allo stesso tempo anche un po' la croce), della timbrica complessiva che ne risulta letteralmente invasa a discapito dei medi che si sentono veramente troppo poco. Un po' meglio, gli acuti, ma neanche troppo. Il risultato è un suono ""gutturale"", molto chiuso e per nulla arioso. Sicuramente da consigliarsi a chi ascolta rock o pop ritmico. Altra questione di cui nessuno parla, sta nel fatto che l'elettronica di controllo prevede un compressore di dinamica che evita le distorsioni man mano che si sale col volume e con i ""colpi"" dei bassi. Il tutto rende ancora più impastato e chiuso il suono. JBL avrebbe potuto ovviare inserendo nella sua quasi inutile APP per smartphone, un equalizzatore magari per esaltare un po' i medi. Si può rimediare scaricando una delle tante applicazioni di terze parti, ma francamente mi sarei aspettato uno sforzo maggiore da parte del produttore per un oggetto non certo economico. Non mi dilungherò sulla qualità costruttiva (per altro ottima), ne su altre caratteristiche di cui molti altri hanno già recensito, mi limiterò solo a considerare che la prima qualità per un diffusore audio, così come per una cuffia, è SUONARE BENE, e questa XTREME 2 suscita in me molti dubbi in merito. Ho anche la piccolissima JBL GO che stupisce letteralmente per la qualità in rapporto alle dimensioni, ha un suono bilanciato in tutta la gamma, cosa che non si può dire per questa XTREME 2. Non la restituirò perché è ben fatta e robusta ma francamente non credo la ricomprerei ne la consiglierei ad un amico. Ormai esiste una grande scelta e anche Sony va ascoltata con attenzione. Per qualche euro in più, poi, forse varrebbe la pena di arrivare direttamente al top, ovvero la Riva Festival. Pensateci bene."
682,"It is simply a really really good speaker. It offers well rounded bass, good treble and enough room for the mids. I use it when I am in the garden and I really appreciate the way it presents the music I love. A solid and dependable choice. You can buy with confidence."
683,"The sound quality on this portable speaker is superb, I have been after one of these for ages, my son baught one a while back and paid over £200 for it, the price had always been the same for a few years until now, so I had to grab one. Please don't try and use these as car speakers, they work best when sat on a flat surface like a kitchen table top or floor, not rolling around on a back seat of your car. These are very easy to pair and you can connect more than one for better sound. I got this for around £170 in the black friday sale, this was a great price for the xtream 2, so you can get rid of your big old stereo, this is definitely a replacement. Did i mention that these are also waterproof, so you can use them on the beach or round a awimming pool."
684,"Cosa dire, ho acquistato questo JBL poco dopo la sua uscita ufficiale sul mercato. Ho voluto attendere le recensioni di chi lo ha acquistato ma visto il poco tempo trascorso dalla sua uscita i video di recensione su YouTube e gli articoli dedicati a questo dispositivo erano poche e incerte. Perciò ho deciso di sfruttare il servizio Amazon che nel caso non avesse soddisfatto le mie aspettative avrei potuto tranquillamente usare la procedura di reso. Reso che non ho effettuato..... Dopo mesi adesso posso fare le prime considerazioni. Al chiuso: imbattibile, qualità sonora eccezionale. Alti limpidi senza distorsione a nessun livello di volume. Medi soddisfacenti e puliti Bassi impressionanti ma che si adattano al tipo di sound. Per esempio se ascoltate un brano cercando proprio di accentuare i bassi, sentirete la potenza dei subwoofer non solo con le orecchie, ma sprigionarsi sui mobili, muri e tutto quello che toccate. E se ci sono degli scaffali, inizieranno a vibrare anche loro. Sarà difficile riuscire a tenere il volume al massimo per molto tempo senza rischiare di disturbare i vicini. All'aperto: dipende dal contesto, nel senso che se ci si trova al mare in una spiaggia aperta, si nota già la dispersione del suono e quindi si rimane un po' male. Ci si aspetta qualcosa di più.. ma questo non vuol dire che non si senta, anzi, però non rende come ci si aspetta. (Questo però vale solo per gli spazi completamente aperti) Mentre se ci si trova in una piazza, in un parco o in qualsiasi posto dove il suono possa rimbalzare sui muri... tornano di nuovo le soddisfazioni. Il peso si sente ma ne vale la pena. Secondo me chi è patito di musica come me lo può comprare senza pensarci due volte."
685,"What can I say, absolutely love the sound that comes from this speaker. From low to high volume from classical to pop, indoors or outdoors. Seems to capture such a wide spectrum of sound, love it."
686,My 15yr old son brought this with his 1st pay packet..and his pleasd to say that its brilliant exactly what he thought it would be ..its made very sturdy and durable.sound of crisp.very loud .he takes it out with him and even in wide open places it sounds lovely.its also quite loud so the neighbours arent very happy at moment;) I would definately reccommend this speaker.links to practically everything..quite expressive when you compare to others out there ..but my sons very happy with it .and recommends it too
687,"Really like the portability of this speaker...loud, but not loud enough for an outside party with more than 50 people! But a good quality speaker."
688,"The sound is constantly being muted fort shorts period of time when using the aux cable on a low volume (low volume on device outputting), this is very irritating as you always notice it. I bought it to use as a soundsystem for my TV but now I'm returning the product and bought and Sony XB41 instead. The JBL support experience was also bad, the chat didn't work and I had to contact them by email, they asked me to reset the product but it didn't fix the problem."
689,"Réception : rapide et en parfait état, dans sa boîte d’origine comme en magasin Esthétique : conforme à l’image du site Autonomie : chargée 2 fois en 1 mois avec une utilisation quotidienne Qualité son : excellente, elle joue super fort (parfait pour l’extérieur) avec des basses profondes qui résonnent super bien Points négatifs : le chargeur est encombrant (type chargeur d’ordinateur) et je trouve que le cache qui protège les entrées de branchement est un peu difficile à ouvrir Autre : je n’en suis pas à ma première JBL et je n’ai jamais été dessus par leur enceinte. C’est vraiment du solide"
690,Bon son le prix un élevé
691,"son impeccable, des défaut de bluetooth de manière aléatoire ( parfois moins de 50cm ), une fois mise dans l’eau problème d’allumage qui c’est réglé tout seul au bout d’une semaine."
692,excellente
693,"Ce produit est trop bien, je le recommande!"
694,"Nachdem meine Charge 3 nach einem Defekt problemlos zurück ging habe ich mich für die xtreme2 entschieden. Sie ist nicht entscheidend lauter, aber der Bass kräftiger, auch wenn es etwas lauter wird. Der Akku hält bei mir bei etwa 50-70% Lautstärke etwa 24stunden, mit Handy laden ca 10-15std. Ich verwende sie hauptsächlich auf dem Gabelstapler zum Musik hören sowie Anrufe darüber anzunehmen und diesbezüglich als freisprechanlage. Funktioniert einwandfrei und Sprachqualität von mir, sowie dem Anrufer ist super. (Dies ist genauso wie die grundsätzliche Klangqualität natürlich vom gekoppelten Gerät/Handy abhängig) Auch im Badezimmer beim duschen oder beim gemütlichen vertrinken auf der terasse macht sie eine gute Figur und ist durch den großen Akku absolut super. Mit 300€ sicher kein Schnäppchen, aber durchaus empfehlenswert! Geht man halt zwei Wochenenden nicht auf Tour, dann hat mandas Geld auch gespart :-)"
695,Wow and wow the treble high and low are amazing as an audiophile I realised you pay for what u get and this worth 169 pounds. The bass is real bass not the usual mundane Bluetooth bass.
696,"It is quite portable. I like the battery life and sound quality. The strap is very strong and handy. I like the ability to carry it around. I would have loved the speakers to be both sides, though. Overall, I will give a four star."
697,Use this every day.Dont take it out because bought for in house use.Would recommend.
698,"This is a great product that was simple to connect, has a great sound and is rugged as well as waterproof and more to the point, has a great sound!"
699,"I really enjoy the sound, battery life is good and its sturdy."
700,"Die JBL Xtreme 2 ist im Vergleich zum Vorgänger eine der praktischsten Lautsprecher die ich je verwendet und getestet habe, sie ist zwar schwer aber perfekt zur Verwendung im Außenbereich da sie mit dem Schutz vor Wasser bei jedem Wetter verwendbar und mit dem trage Band gut zu tragen ist... Ich bin zudem auch noch von dem Klang und der Lautstärke mehr als begeistert dazu gefällt mir auch noch das Camouflage Design, sie klappert nicht und hat kein Rauschen (keine Störgeräusche) sie hat einen deutlichen und sanften Klang, dazu noch einen sanften Bass durch die 2 metallischen mit Gummi ummantelten Bass Reflektoren (Bass Teller) an der Seite. Der 5. Stern fehlt nur wegen einem Grund... die stoffartige Umhüllung ist nicht gut verarbeitet und ragt an bestimmten Stellen aus dem Lautsprecher raus bzw. Ist nicht gut befestigt... Ich bin zufrieden und würde die ,,JBL Xtreme 2„ mit dem Camouflage Design definitiv weiterempfehlen"
701,"Da ich bis jetzt meine lautsprecher dieser Größe ausschließlich bei Teufel gekauft habe, war ich eher skeptisch, das es was besseres geben kann. Aber ich wurde eines besseren belehrt. Ich will die Teufel Produkte bestimmt nicht schlecht machen, denn die Jungs verstehen deren Handwerk und sind Top. Dennoch ist die JBL Box in diesem Preis Segment und in dieser Größe einfach unschlagbar. Selbst bei voller Lautstärke immer noch ein guter Sound. Und in der Camouflage Farben ein absoluter Hingucker. Mit dem stabil aussehendem, in der Länge verstellbaren Tragegurt, ist die mitnahme dieses Gerätes kein Problem. Und es ist wirklich gut, das der Tragegurt dabei ist, denn es ist nicht gerade leicht. Die Bedienung ist schlicht und einfach gehalten. Kinderleicht und verständlich zu bedienen, auch ohne Anleitung. Mit gutem Gewissen kann ich dieses Gerät weiterempfehlen. Der Versand war sehr schnell."
702,"Nel complesso un buon speaker robusto e potente, una volta accettato il compromesso delle dimensioni! Il suono e un po muffle chiuso classico della timbrica jbl adatta a hip pop, rap, trap e pop come bose ma molto più avvolgente al chiuso esprime tutto il suo potenziale che diventa meno tonante negli spazi aperti, poiché i bassi con le membrane passive si propagano solo nel corto raggio ma negli spazi aperti meglio qualcosa col subwofer se volete fare bordello in conclusione contro: si carica solo col suo cavo jack da 15 volt suono ottuntito, peso, dimensioni, non molto adatta per alcuni generi classici, rock, audio libri, bassissimi volumi inapplicabili, non si alza con una mano (tranne se l avete grande e tipo la mia in foto😜) pro: carica il cell, suono potente, bassi che danno la loro botta, durata della 🔋 batteria, resistente e dall aspetto durevole solida costruzione, ottima impermeabilita senza fronzoli (tappi o cerniere) audio con firma jbl (assicura sempre una porca figura)"
703,Appena la ho accesa sono impazzito è fortissima e soprattutto molto elegante arrivata 5 giorni prima la ho provata a immergere nel acqua e resiste la consiglio
704,"Habe den Extreme 2 in camouflage bestellt. Musste feststellen, dass die + Taste (Lautstärke) nicht funktionierte bzw nach meiner Meinung nicht vorhanden war. Denn man die Lautstärke erhöhen wollte, drückte man ins Leere. Also wieder eingepackt, zurück geschickt u Ersatz angefordert. Die neue Box war auch 1 Tag später da. Bei dieser funktioniert nun die - Taste ( Lautstärke) nicht. Taste ist zwar vorhanden, reagiert Ab er nicht. Habe jetzt die Box auf Max Lautstärke und regele übers Handy/ Tablet die Lautstärke. Hätte von JBL qualitativ mehr erwartet. War mir zu blöd dass Ding jetzt wieder zurück zu schicken. Ansonsten macht die Box einen deftigen Eindruck u der Klang ist in Ordnung. Bei mittlerer Lautstärke etwas dünn, wenn lauter aber schon gut für die Grösse"
705,"La particolarità di questo speaker é la sua doppia anima. Fino a metà volume rimane ben ""civilizzato"" e si può apprezzare l'ottima qualità sonora, con frequenze ben bilanciate. Oltre metà volume inizia a fare un casino degno di nota, senza mai distorcere. Estremamente comoda la cinghia in dotazione per il trasporto e molto pratico lo sportellino posteriore per accedere alle varie porte, tra cui una di ricarica USB A per uno smartphone. La colorazione mimetica poi é azzaccatissima, visto il tipo di prodotto"
706,"Gefällt mir optisch sehr gut. Der Klang ist 1a, da habe ich absolut nichts auszusetzen. Mir ist auch kein Verlust bei Batteriebetrieb im Vergleich zum Netzbetrieb aufgefallen. Seltsam war nur, dass die Lautstärke nach dem Ausstecken auf einmal ziemlich runtergeregelt war > auf dem Lautsprecher wieder raufgedreht und gut. GSD habe ich die ersten Tests mit dem (teuren) Handy meiner Frau gemacht, sonst wäre ich momöglich nachhaltig enttäuscht gewesen, denn bei meinem Handy war der Klang vergleichsweise schwach; lag aber an der Wiedergabe-App. Das einzige, was mich allerdings wirklich genervt hat: Ohne den langen Tragegurt ist es kaum möglich das Teil mit einer Hand aufzuheben. Ich hab keine kleinen Hände, aber es wäre mir schon beim ersten Test fast runtergefallen, weil ich es nicht (sicher) umfassen kann. Ich möchte aber nicht ständig diesen langen Gurt raufhaben, nur damit ich das Gerät von der Stelle bewegen kann. Nervt auf Couch, Tisch und am Boden, da man leicht einfädelt. Wegen diesem - für mich nicht unwesendlich in punkto Mobilität - Detail gibt es ""nur"" vier Punkte. Ich fände es toll, wenn der Hersteller als Option auch einen kurzen Gurt beigefügt hätte. Ich habe mir beholfen indem ich mir einen kurzen Tragegurt raufgenäht habe. Die Ösen sind eh' so breit, dass man trotzdem locker auch noch den langen Tragegurt anbringen kann (siehe Foto)"
707,"Hab mehrere Bluetooht-Lautsprecher ausprobiert. Zuerst kleinere, die waren zu leise. Dann die JBL-Boombox, war viel zu groß, da ich den Lautsprecher nach Nutzung immer wegräumen muss, wegen meinen Wellis. Der hier ist perfekt für mich. Benutzt wird der hauptsächlich im Wohnzimmer (ca. 22qm) beim Trainieren oder beim Rasieren im Badezimmer."
708,"Ich benutze die JBL Xtreme 2 für die musikalische Untermalung beim Sport. Die Lautstärke reicht aus um eine ganze Sporthalle zu beschallen. Auch im Freien hat der Lautsprecher genug Kraft und ausreichend Lautstärke ohne das der Klang darunter leidet. Auch nicht dann, wenn man voll aufdreht. Das geniale an der Xtreme 2 ist die Powerbankfunktion und das er Wasserdicht ist. Somit muss man ihn nicht schnell ins trockene bringen wenn es mal anfängt zu regnen."
709,"Short story - probably the best portable BIG speaker that you can get! The only problem - no build in equaliser as some other speakers have, that you can control through app. (some music sources are hard to install equaliser on) Example: on speaker there is only option to turn on or off bass boost, which is very annoying if you want something in between. Otherwise - sound quiality is amazing"
710,"Very good speakers One of the best, super clear sound and just enough bass. Not too over powering bass compeared to other speakers. She is like bebe rexha Bad b....."
711,I bought it 8 months ago and it's not loading
712,My granddaughter is thrilled.
713,"Die Extreme 2 ist ein ordentlicher Lautsprecher für unterwegs, wenn mal kein StromAnschluss in der Nähe ist. Dafür, dass ich sie draußen, zB mal am Lagerfeuer nutze, könnte sie ruhig etwas lauter sein! Auch das Klangbild in sich ist lang nicht so „abgestimmt“ wie bei der Flip4. Sicher, die Extreme 2 klingt voluminöser, lauter, aber ich vermisse klare Höhen und den „Super-Bass“ von dem viele schreiben. Im Vergleich mit meinen Sonos 5 aber auch den Sonos one bleibt die Freude über die Extreme 2 verhalten. Einziger Vorteil ist halt, man kann sie ohne Stromanschluss und mit Bluetooth betreiben. Ich werd mir dennoch die Teufel und eine weitere Bluetooth Box aus dieser Preiskategorie bestellen - für den direkten Vergleich! Richtig „glücklich“ bin ich mit dem Klang der JBL Extreme 2 nicht. Schade, bei all den euphorischen Rezensionen."
714,"El altavoz suena bastante bien pero le falta potencia para el tamaño que tiene. Conectado a la luz suena muy bien pero con bateria la potencia baja mucho. Lo he actualizado a la version 2.0 y sigue igual, por lo cual voy a plantearme devolverlo. Resumen: conectado a la luz bien, en bateria algo flojo. Para lo que cuesta y el tamaño mo termina de convencerme"
715,"Viste le ridicole istruzioni per l'uso accluse, sto pensando seriamente di restituire indietro questo altoparlante. Anche perché mi sembra strano come un marchio così prestigioso non abbia la funzione di variare in qualche modo i toni che, in origine, mi sembrano un po' troppo ""bombastici""..."
716,Non mi ha entusiasmato la qualità del suono alle mie orecchie è un po' troppo asciutto. Sta di fatto che la cassa è massiccia. Ho reso il tutto. Amazon efficente come sempre.
717,"Mein Sohn wollte sich von seinem ersparten eine neue Musikbox kaufen. Nun fiel die Wahl auf dieses Porodukt. Da es bei Amazon am günstigsten war, haben wir es hier bestellt und wurden nicht enttäuscht. Es läuft super. Der Klang ist klasse. Die Lieferung war sehr schnell."
718,Ich hatte viele JBL Produkte aber die Xtreme 2 ist der Wahnsinn 😊 habe ich zu Weihnachten 2019 geschenkt bekommen Preisleistung Top besser!Würde mir aufjedenfall noch eine zulegen 👍
719,"Suono abbastanza limpido e pulito ma non eccezionale e neanche tanto potente, vista la grandezza del ''barilotto'' che è di dimensioni davvero notevoli, mi sarei aspettato di più."
720,"Hatten bisher schon ne kleine von JBL, damit zufrieden u nun mit der Großen absolut glücklich. Sauberer Klang auch bei größerer Lautstärke. Akku hält sehr lange durch."
721,Mobil überragend! Toller Sound
722,Bomben Sound. Die Nörgeleien kann ich nich nachvollziehen!? Arbeite in einer Grossküche und beschalle alle wichtigen Arbeitbereiche😂👍. Würde ich wieder kaufen!!!!
723,"Ich kann mir nicht vorstellen,dass es einen hochwertigeren Blutooth-Player gibt.Bin begeistert von der Kraft und dem Klang,der schweren aber tragbaren Ausführung.Teuer,aber es lohnt sich."
